sku,id_producto,nombre_producto,modelo,color,talla,categoria,marca,precio_venta,costo,fecha,tipo_producto,unidad_medida,codigo_barras,Tipo_producto_afecta_inventario
MIT-0010,3906,SHORT DE CORTE RECTO MOSTAZA,,,,SHORT,MITI PAPERMOON,173,133,2025-01-04,Inventariable,Pieza,50003906,TRUE
MIT-0011,3907,TOP DE TEJIDO DENIM MOSTAZA,,,,TOP,MITI PAPERMOON,195,150,2025-01-04,Inventariable,Pieza,50003907,TRUE
MIT-0012,3908,ENTERIZO CON LAZADA LILA,,,,ENTERIZO,MITI PAPERMOON,158,121,2025-01-04,Inventariable,Pieza,50003908,TRUE
CRE-0001,3909,FALDA SATINADO CREMA,,,,FALDA,CRETA,330,275,2025-01-04,Inventariable,Pieza,50003909,TRUE
SHE-0014,3910,PANTALON CON ESTAMPADO FLORAL AZUL MARINO,,,,PANTALON,SHERO,363,302,2025-01-04,Inventariable,Pieza,50003910,TRUE
SHE-0015,3911,CROP TOP DE CORTE RECTO BLANCO,,,,CROP,SHERO,228,190,2025-01-04,Inventariable,Pieza,50003911,TRUE
SHE-0016,3912,TOP CON ESTAMPADO FLORAL LILA,,,,TOP,SHERO,220,183,2025-01-04,Inventariable,Pieza,50003912,TRUE
SHE-0017,3913,BLUSA MANGA OBISPO TERRACOTA,,,,BLUSA,SHERO,228,190,2025-01-04,Inventariable,Pieza,50003913,TRUE
SHE-0018,3914,BLUSA CON ESTAMPADO FLORAL LILA,,,,BLUSA,SHERO,210,175,2025-01-04,Inventariable,Pieza,50003914,TRUE
SHE-0019,3915,CAMISA DE TEJIDO DENIM BEIGE,,,,CAMISA,SHERO,365,304,2025-01-04,Inventariable,Pieza,50003915,TRUE
SHE-0020,3916,FALDA OVERSIZE ROSA PASTEL,,,,FALDA,SHERO,252,210,2025-01-04,Inventariable,Pieza,50003916,TRUE
SHE-0021,3917,CROP TOP CON LAZADA NEGRO,,,,CROP,SHERO,308,256,2025-01-04,Inventariable,Pieza,50003917,TRUE
SHE-0022,3918,TOP CON BORDADO SUIZO AZUL CIELO,,,,TOP,SHERO,257,214,2025-01-04,Inventariable,Pieza,50003918,TRUE
MIC-0015,3919,BLUSA MANGA OBISPO AZUL CIELO,,,,BLUSA,MICHEL,127,97,2025-01-04,Inventariable,Pieza,50003919,TRUE
MIC-0016,3920,SHORT DE TEJIDO DENIM LILA,,,,SHORT,MICHEL,287,239,2025-01-04,Inventariable,Pieza,50003920,TRUE
MIC-0017,3921,CARDIGAN DE TEJIDO DENIM BLANCO,,,,CARDIGAN,MICHEL,167,128,2025-01-04,Inventariable,Pieza,50003921,TRUE
MIC-0018,3922,CAMISA SATINADO ROSA PASTEL,,,,CAMISA,MICHEL,250,208,2025-01-04,Inventariable,Pieza,50003922,TRUE
MIC-0019,3923,CARDIGAN CON OLANES AZUL CIELO,,,,CARDIGAN,MICHEL,206,171,2025-01-04,Inventariable,Pieza,50003923,TRUE
MIC-0020,3924,TOP CON ESTAMPADO FLORAL ROSA PASTEL,,,,TOP,MICHEL,201,154,2025-01-04,Inventariable,Pieza,50003924,TRUE
MIC-0021,3925,TOP DE CORTE RECTO TERRACOTA,,,,TOP,MICHEL,305,254,2025-01-04,Inventariable,Pieza,50003925,TRUE
MIC-0022,3926,TOP SATINADO BEIGE,,,,TOP,MICHEL,302,251,2025-01-04,Inventariable,Pieza,50003926,TRUE
MIC-0023,3927,TOP PLISADO CREMA,,,,TOP,MICHEL,203,156,2025-01-04,Inventariable,Pieza,50003927,TRUE
MIC-0024,3928,PANTALON AJUSTADO GRIS JASPE,,,,PANTALON,MICHEL,123,94,2025-01-04,Inventariable,Pieza,50003928,TRUE
MIC-0025,3929,BLUSA CON CUELLO EN V AZUL MARINO,,,,BLUSA,MICHEL,213,177,2025-01-04,Inventariable,Pieza,50003929,TRUE
MIC-0026,3930,CARDIGAN CON LAZADA AZUL CIELO,,,,CARDIGAN,MICHEL,292,243,2025-01-04,Inventariable,Pieza,50003930,TRUE
MIC-0027,3931,VESTIDO OVERSIZE GRIS JASPE,,,,VESTIDO,MICHEL,311,259,2025-01-04,Inventariable,Pieza,50003931,TRUE
GEE-0003,3932,CAMISA SATINADO AZUL CIELO,,,,CAMISA,GEEGEE,318,265,2025-01-04,Inventariable,Pieza,50003932,TRUE
LOP-0001,3933,VESTIDO CON CUELLO EN V TERRACOTA,,,,VESTIDO,LOVE POEM,328,273,2025-01-04,Inventariable,Pieza,50003933,TRUE
LOP-0002,3934,CARDIGAN AJUSTADO AZUL MARINO,,,,CARDIGAN,LOVE POEM,211,162,2025-01-04,Inventariable,Pieza,50003934,TRUE
LOP-0003,3935,TOP DE TEJIDO DENIM BEIGE,,,,TOP,LOVE POEM,258,215,2025-01-04,Inventariable,Pieza,50003935,TRUE
LOP-0004,3936,CAMISA CON BORDADO SUIZO AZUL MARINO,,,,CAMISA,LOVE POEM,188,144,2025-01-04,Inventariable,Pieza,50003936,TRUE
LOP-0005,3937,TOP DE CORTE RECTO MOSTAZA,,,,TOP,LOVE POEM,227,189,2025-01-04,Inventariable,Pieza,50003937,TRUE
LOP-0006,3938,VESTIDO OVERSIZE AZUL CIELO,,,,VESTIDO,LOVE POEM,298,248,2025-01-04,Inventariable,Pieza,50003938,TRUE
LOP-0007,3939,FALDA AJUSTADO GRIS JASPE,,,,FALDA,LOVE POEM,143,110,2025-01-04,Inventariable,Pieza,50003939,TRUE
IFS-0001,3940,FALDA CON ESTAMPADO FLORAL CREMA,,,,FALDA,IF SHE LOVES,210,175,2025-01-04,Inventariable,Pieza,50003940,TRUE
IFS-0002,3941,VESTIDO AJUSTADO VERDE ESMERALDA,,,,VESTIDO,IF SHE LOVES,209,174,2025-01-04,Inventariable,Pieza,50003941,TRUE
IFS-0003,3942,BLUSA OVERSIZE VERDE ESMERALDA,,,,BLUSA,IF SHE LOVES,330,275,2025-01-04,Inventariable,Pieza,50003942,TRUE
TAB-0001,3943,VESTIDO SATINADO AZUL MARINO,,,,VESTIDO,TABA,177,136,2025-01-04,Inventariable,Pieza,50003943,TRUE
TAB-0002,3944,CAMISA AJUSTADO VERDE ESMERALDA,,,,CAMISA,TABA,186,143,2025-01-04,Inventariable,Pieza,50003944,TRUE
TAB-0003,3945,TOP CON BOTONES FRONTALES NEGRO,,,,TOP,TABA,168,129,2025-01-04,Inventariable,Pieza,50003945,TRUE
TAB-0004,3946,BLUSA CON BORDADO SUIZO BLANCO,,,,BLUSA,TABA,168,129,2025-01-04,Inventariable,Pieza,50003946,TRUE
TAB-0005,3947,PANTALON ACANALADO BURDEOS,,,,PANTALON,TABA,180,138,2025-01-04,Inventariable,Pieza,50003947,TRUE
TAB-0006,3948,CAMISA PLISADO BLANCO,,,,CAMISA,TABA,179,137,2025-01-04,Inventariable,Pieza,50003948,TRUE
MIL-0010,3949,PANTALON MANGA OBISPO LILA,,,,PANTALON,MILK & HONEY,276,230,2025-01-04,Inventariable,Pieza,50003949,TRUE
MIL-0011,3950,BLUSA CON BOTONES FRONTALES AZUL CIELO,,,,BLUSA,MILK & HONEY,246,205,2025-01-04,Inventariable,Pieza,50003950,TRUE
MIL-0012,3951,TOP DE LINO BLANCO,,,,TOP,MILK & HONEY,220,183,2025-01-04,Inventariable,Pieza,50003951,TRUE
MIL-0013,3952,FALDA DE CORTE RECTO AZUL MARINO,,,,FALDA,MILK & HONEY,210,161,2025-01-04,Inventariable,Pieza,50003952,TRUE
MIL-0014,3953,TOP CON BOTONES FRONTALES MOSTAZA,,,,TOP,MILK & HONEY,292,243,2025-01-04,Inventariable,Pieza,50003953,TRUE
MIL-0015,3954,VESTIDO CON OLANES LILA,,,,VESTIDO,MILK & HONEY,208,173,2025-01-04,Inventariable,Pieza,50003954,TRUE
MIL-0016,3955,SHORT CON LAZADA BEIGE,,,,SHORT,MILK & HONEY,308,256,2025-01-04,Inventariable,Pieza,50003955,TRUE
MIL-0017,3956,ENTERIZO PLISADO VERDE ESMERALDA,,,,ENTERIZO,MILK & HONEY,215,165,2025-01-04,Inventariable,Pieza,50003956,TRUE
MIL-0018,3957,FALDA DE TEJIDO DENIM TERRACOTA,,,,FALDA,MILK & HONEY,273,227,2025-01-04,Inventariable,Pieza,50003957,TRUE
OVI-0014,3958,CAMISA DE ENCAJE GRIS JASPE,,,,CAMISA,OVI,370,308,2025-01-04,Inventariable,Pieza,50003958,TRUE
OVI-0015,3959,CROP TOP DE ENCAJE MOSTAZA,,,,CROP,OVI,368,306,2025-01-04,Inventariable,Pieza,50003959,TRUE
OVI-0016,3960,FALDA DE CORTE RECTO TERRACOTA,,,,FALDA,OVI,330,275,2025-01-04,Inventariable,Pieza,50003960,TRUE
OVI-0017,3961,CAMISA SATINADO TERRACOTA,,,,CAMISA,OVI,405,352,2025-01-04,Inventariable,Pieza,50003961,TRUE
OVI-0018,3962,PANTALON OVERSIZE BEIGE,,,,PANTALON,OVI,381,331,2025-01-04,Inventariable,Pieza,50003962,TRUE
OVI-0019,3963,SHORT DE LINO BEIGE,,,,SHORT,OVI,324,270,2025-01-04,Inventariable,Pieza,50003963,TRUE
OVI-0020,3964,ENTERIZO SATINADO NEGRO,,,,ENTERIZO,OVI,376,313,2025-01-04,Inventariable,Pieza,50003964,TRUE
OVI-0021,3965,CROP TOP CON OLANES ROSA PASTEL,,,,CROP,OVI,275,229,2025-01-04,Inventariable,Pieza,50003965,TRUE
OVI-0022,3966,CROP TOP OVERSIZE BEIGE,,,,CROP,OVI,368,306,2025-01-04,Inventariable,Pieza,50003966,TRUE
LEE-0008,3967,SHORT AJUSTADO BURDEOS,,,,SHORT,LEENA,538,467,2025-01-04,Inventariable,Pieza,50003967,TRUE
LEE-0009,3968,CARDIGAN OVERSIZE BEIGE,,,,CARDIGAN,LEENA,286,238,2025-01-04,Inventariable,Pieza,50003968,TRUE
LEE-0010,3969,TOP DE TEJIDO DENIM LILA,,,,TOP,LEENA,357,297,2025-01-04,Inventariable,Pieza,50003969,TRUE
LEE-0011,3970,CARDIGAN PLISADO BURDEOS,,,,CARDIGAN,LEENA,473,411,2025-01-04,Inventariable,Pieza,50003970,TRUE
LEE-0012,3971,ENTERIZO OVERSIZE BLANCO,,,,ENTERIZO,LEENA,263,219,2025-01-04,Inventariable,Pieza,50003971,TRUE
LEE-0013,3972,CROP TOP CON ESTAMPADO FLORAL MOSTAZA,,,,CROP,LEENA,377,327,2025-01-04,Inventariable,Pieza,50003972,TRUE
LEE-0014,3973,CAMISA DE LINO LILA,,,,CAMISA,LEENA,250,208,2025-01-04,Inventariable,Pieza,50003973,TRUE
LEE-0015,3974,CAMISA ACANALADO BEIGE,,,,CAMISA,LEENA,440,382,2025-01-04,Inventariable,Pieza,50003974,TRUE
LEE-0016,3975,ENTERIZO DE TEJIDO DENIM BURDEOS,,,,ENTERIZO,LEENA,290,241,2025-01-04,Inventariable,Pieza,50003975,TRUE
EVE-0001,3976,FALDA CON LAZADA CREMA,,,,FALDA,EVERLYNN,274,228,2025-01-04,Inventariable,Pieza,50003976,TRUE
EVE-0002,3977,TOP CON OLANES AZUL MARINO,,,,TOP,EVERLYNN,284,236,2025-01-04,Inventariable,Pieza,50003977,TRUE
EVE-0003,3978,TOP CON LAZADA VERDE ESMERALDA,,,,TOP,EVERLYNN,284,236,2025-01-04,Inventariable,Pieza,50003978,TRUE
FAS-0001,3979,SHORT CON CUELLO EN V AZUL CIELO,,,,SHORT,FASHION CARGO (PASSPORT),188,144,2025-01-04,Inventariable,Pieza,50003979,TRUE
FAS-0002,3980,ENTERIZO PLISADO CREMA,,,,ENTERIZO,FASHION CARGO (PASSPORT),182,140,2025-01-04,Inventariable,Pieza,50003980,TRUE
FAS-0003,3981,CROP TOP DE CORTE RECTO BLANCO,,,,CROP,FASHION CARGO (PASSPORT),194,149,2025-01-04,Inventariable,Pieza,50003981,TRUE
FAS-0004,3982,CAMISA CON LAZADA LILA,,,,CAMISA,FASHION CARGO (PASSPORT),189,145,2025-01-04,Inventariable,Pieza,50003982,TRUE
LOT-0008,3983,FALDA CON OLANES ROSA PASTEL,,,,FALDA,LOVE TREE,309,257,2025-01-05,Inventariable,Pieza,50003983,TRUE
LOT-0009,3984,CROP TOP DE TEJIDO DENIM TERRACOTA,,,,CROP,LOVE TREE,198,152,2025-01-05,Inventariable,Pieza,50003984,TRUE
LOT-0010,3985,ENTERIZO DE CORTE RECTO AZUL MARINO,,,,ENTERIZO,LOVE TREE,297,247,2025-01-05,Inventariable,Pieza,50003985,TRUE
LOT-0011,3986,CROP TOP CON LAZADA BLANCO,,,,CROP,LOVE TREE,258,215,2025-01-05,Inventariable,Pieza,50003986,TRUE
LOT-0012,3987,TOP CON ESTAMPADO FLORAL CREMA,,,,TOP,LOVE TREE,305,254,2025-01-05,Inventariable,Pieza,50003987,TRUE
LOT-0013,3988,VESTIDO PLISADO ROSA PASTEL,,,,VESTIDO,LOVE TREE,193,148,2025-01-05,Inventariable,Pieza,50003988,TRUE
LOT-0014,3989,SHORT OVERSIZE CREMA,,,,SHORT,LOVE TREE,199,153,2025-01-05,Inventariable,Pieza,50003989,TRUE
LOT-0015,3990,BLUSA ACANALADO AZUL MARINO,,,,BLUSA,LOVE TREE,274,228,2025-01-05,Inventariable,Pieza,50003990,TRUE
LOT-0016,3991,CROP TOP OVERSIZE TERRACOTA,,,,CROP,LOVE TREE,238,198,2025-01-05,Inventariable,Pieza,50003991,TRUE
SOR-0001,3992,SHORT MANGA OBISPO BURDEOS,,,,SHORT,SORRENTO,237,197,2025-01-05,Inventariable,Pieza,50003992,TRUE
LOH-0001,3993,FALDA DE LINO LILA,,,,FALDA,LOVE HARMONY,351,292,2025-01-05,Inventariable,Pieza,50003993,TRUE
ACT-0015,3994,CAMISA OVERSIZE AZUL MARINO,,,,CAMISA,ACTIVE USA,147,113,2025-01-05,Inventariable,Pieza,50003994,TRUE
ACT-0016,3995,ENTERIZO DE LINO ROSA PASTEL,,,,ENTERIZO,ACTIVE USA,220,183,2025-01-05,Inventariable,Pieza,50003995,TRUE
ACT-0017,3996,ENTERIZO DE LINO GRIS JASPE,,,,ENTERIZO,ACTIVE USA,154,118,2025-01-05,Inventariable,Pieza,50003996,TRUE
ACT-0018,3997,CAMISA SATINADO NEGRO,,,,CAMISA,ACTIVE USA,175,134,2025-01-05,Inventariable,Pieza,50003997,TRUE
ACT-0019,3998,BLUSA CON LAZADA TERRACOTA,,,,BLUSA,ACTIVE USA,85,65,2025-01-05,Inventariable,Pieza,50003998,TRUE
ACT-0020,3999,TOP CON ESTAMPADO FLORAL BLANCO,,,,TOP,ACTIVE USA,359,299,2025-01-05,Inventariable,Pieza,50003999,TRUE
ACT-0021,4000,FALDA DE CORTE RECTO BURDEOS,,,,FALDA,ACTIVE USA,303,252,2025-01-05,Inventariable,Pieza,50004000,TRUE
ACT-0022,4001,CARDIGAN DE TEJIDO DENIM BURDEOS,,,,CARDIGAN,ACTIVE USA,370,308,2025-01-05,Inventariable,Pieza,50004001,TRUE
ACT-0023,4002,CAMISA CON ESTAMPADO FLORAL BURDEOS,,,,CAMISA,ACTIVE USA,97,74,2025-01-05,Inventariable,Pieza,50004002,TRUE
ACT-0024,4003,CAMISA DE ENCAJE NEGRO,,,,CAMISA,ACTIVE USA,358,298,2025-01-05,Inventariable,Pieza,50004003,TRUE
CIS-0003,4004,FALDA CON ESTAMPADO FLORAL ROSA PASTEL,,,,FALDA,CI SONO CORDUROY,257,214,2025-01-05,Inventariable,Pieza,50004004,TRUE
MIR-0001,4005,TOP MANGA OBISPO TERRACOTA,,,,TOP,MIROH,163,125,2025-01-05,Inventariable,Pieza,50004005,TRUE
MIR-0002,4006,TOP DE ENCAJE AZUL MARINO,,,,TOP,MIROH,140,107,2025-01-05,Inventariable,Pieza,50004006,TRUE
MIR-0003,4007,CROP TOP OVERSIZE MOSTAZA,,,,CROP,MIROH,171,131,2025-01-05,Inventariable,Pieza,50004007,TRUE
MIR-0004,4008,FALDA DE ENCAJE VERDE ESMERALDA,,,,FALDA,MIROH,163,125,2025-01-05,Inventariable,Pieza,50004008,TRUE
BET-0001,4009,BLUSA PLISADO MOSTAZA,,,,BLUSA,BETTER BE,342,285,2025-01-05,Inventariable,Pieza,50004009,TRUE
BET-0002,4010,ENTERIZO CON BORDADO SUIZO MOSTAZA,,,,ENTERIZO,BETTER BE,230,191,2025-01-05,Inventariable,Pieza,50004010,TRUE
BET-0003,4011,VESTIDO CON ESTAMPADO FLORAL BURDEOS,,,,VESTIDO,BETTER BE,224,186,2025-01-05,Inventariable,Pieza,50004011,TRUE
BET-0004,4012,SHORT CON CUELLO EN V BURDEOS,,,,SHORT,BETTER BE,308,256,2025-01-05,Inventariable,Pieza,50004012,TRUE
IN2-0004,4013,CROP TOP DE TEJIDO DENIM CREMA,,,,CROP,IN 2 YOU,210,161,2025-01-05,Inventariable,Pieza,50004013,TRUE
IN2-0005,4014,TOP SATINADO BEIGE,,,,TOP,IN 2 YOU,198,152,2025-01-05,Inventariable,Pieza,50004014,TRUE
IN2-0006,4015,CROP TOP SATINADO LILA,,,,CROP,IN 2 YOU,199,153,2025-01-05,Inventariable,Pieza,50004015,TRUE
COL-0003,4016,TOP CON BORDADO SUIZO BEIGE,,,,TOP,COLETTE,250,208,2025-01-05,Inventariable,Pieza,50004016,TRUE
OVE-0011,4017,CROP TOP CON CUELLO EN V BURDEOS,,,,CROP,OVER APPAREL,208,160,2025-01-05,Inventariable,Pieza,50004017,TRUE
OVE-0012,4018,CAMISA CON BORDADO SUIZO ROSA PASTEL,,,,CAMISA,OVER APPAREL,172,132,2025-01-05,Inventariable,Pieza,50004018,TRUE
OVE-0013,4019,CARDIGAN CON BORDADO SUIZO BEIGE,,,,CARDIGAN,OVER APPAREL,285,237,2025-01-05,Inventariable,Pieza,50004019,TRUE
OVE-0014,4020,CARDIGAN DE TEJIDO DENIM VERDE ESMERALDA,,,,CARDIGAN,OVER APPAREL,234,195,2025-01-05,Inventariable,Pieza,50004020,TRUE
OVE-0015,4021,CARDIGAN DE CORTE RECTO VERDE ESMERALDA,,,,CARDIGAN,OVER APPAREL,251,209,2025-01-05,Inventariable,Pieza,50004021,TRUE
OVE-0016,4022,SHORT OVERSIZE MOSTAZA,,,,SHORT,OVER APPAREL,172,132,2025-01-05,Inventariable,Pieza,50004022,TRUE
OVE-0017,4023,CROP TOP CON OLANES AZUL MARINO,,,,CROP,OVER APPAREL,212,163,2025-01-05,Inventariable,Pieza,50004023,TRUE
OVE-0018,4024,VESTIDO CON BORDADO SUIZO NEGRO,,,,VESTIDO,OVER APPAREL,204,170,2025-01-05,Inventariable,Pieza,50004024,TRUE
TEE-0001,4025,CAMISA CON OLANES LILA,,,,CAMISA,TEENBELL,154,118,2025-01-05,Inventariable,Pieza,50004025,TRUE
TEE-0002,4026,CARDIGAN DE TEJIDO DENIM MOSTAZA,,,,CARDIGAN,TEENBELL,195,150,2025-01-05,Inventariable,Pieza,50004026,TRUE
TEE-0003,4027,ENTERIZO OVERSIZE AZUL MARINO,,,,ENTERIZO,TEENBELL,160,123,2025-01-05,Inventariable,Pieza,50004027,TRUE
TEE-0004,4028,VESTIDO ACANALADO NEGRO,,,,VESTIDO,TEENBELL,158,121,2025-01-05,Inventariable,Pieza,50004028,TRUE
TEE-0005,4029,SHORT PLISADO BLANCO,,,,SHORT,TEENBELL,140,107,2025-01-05,Inventariable,Pieza,50004029,TRUE
TEE-0006,4030,SHORT AJUSTADO BLANCO,,,,SHORT,TEENBELL,159,122,2025-01-05,Inventariable,Pieza,50004030,TRUE
TEE-0007,4031,ENTERIZO CON BOTONES FRONTALES TERRACOTA,,,,ENTERIZO,TEENBELL,176,135,2025-01-05,Inventariable,Pieza,50004031,TRUE
RUN-0001,4032,CROP TOP CON CUELLO EN V MOSTAZA,,,,CROP,RUNWAYPARIS,239,199,2025-01-05,Inventariable,Pieza,50004032,TRUE
RUN-0002,4033,CARDIGAN CON OLANES AZUL MARINO,,,,CARDIGAN,RUNWAYPARIS,298,248,2025-01-05,Inventariable,Pieza,50004033,TRUE
RUN-0003,4034,CAMISA CON BOTONES FRONTALES VERDE ESMERALDA,,,,CAMISA,RUNWAYPARIS,298,248,2025-01-05,Inventariable,Pieza,50004034,TRUE
RUN-0004,4035,FALDA ACANALADO ROSA PASTEL,,,,FALDA,RUNWAYPARIS,238,198,2025-01-05,Inventariable,Pieza,50004035,TRUE
RUN-0005,4036,ENTERIZO DE TEJIDO DENIM BLANCO,,,,ENTERIZO,RUNWAYPARIS,216,166,2025-01-05,Inventariable,Pieza,50004036,TRUE
RUN-0006,4037,PANTALON SATINADO BLANCO,,,,PANTALON,RUNWAYPARIS,304,253,2025-01-05,Inventariable,Pieza,50004037,TRUE
RUN-0007,4038,PANTALON CON LAZADA VERDE ESMERALDA,,,,PANTALON,RUNWAYPARIS,230,191,2025-01-05,Inventariable,Pieza,50004038,TRUE
RUN-0008,4039,BLUSA CON ESTAMPADO FLORAL AZUL MARINO,,,,BLUSA,RUNWAYPARIS,195,150,2025-01-05,Inventariable,Pieza,50004039,TRUE
PAP-0012,4040,ENTERIZO DE TEJIDO DENIM MOSTAZA,,,,ENTERIZO,PAPERMOON,377,314,2025-01-05,Inventariable,Pieza,50004040,TRUE
PAP-0013,4041,FALDA DE LINO AZUL MARINO,,,,FALDA,PAPERMOON,431,374,2025-01-05,Inventariable,Pieza,50004041,TRUE
PAP-0014,4042,FALDA SATINADO AZUL MARINO,,,,FALDA,PAPERMOON,320,266,2025-01-05,Inventariable,Pieza,50004042,TRUE
PAP-0015,4043,CROP TOP AJUSTADO BLANCO,,,,CROP,PAPERMOON,335,279,2025-01-05,Inventariable,Pieza,50004043,TRUE
PAP-0016,4044,TOP ACANALADO CREMA,,,,TOP,PAPERMOON,220,183,2025-01-05,Inventariable,Pieza,50004044,TRUE
PAP-0017,4045,CROP TOP ACANALADO LILA,,,,CROP,PAPERMOON,358,298,2025-01-05,Inventariable,Pieza,50004045,TRUE
PAP-0018,4046,SHORT CON BOTONES FRONTALES BEIGE,,,,SHORT,PAPERMOON,405,352,2025-01-05,Inventariable,Pieza,50004046,TRUE
PAP-0019,4047,CAMISA DE LINO AZUL CIELO,,,,CAMISA,PAPERMOON,383,333,2025-01-05,Inventariable,Pieza,50004047,TRUE
PAP-0020,4048,SHORT DE TEJIDO DENIM AZUL CIELO,,,,SHORT,PAPERMOON,208,160,2025-01-05,Inventariable,Pieza,50004048,TRUE
MUY-0001,4049,PANTALON CON BORDADO SUIZO TERRACOTA,,,,PANTALON,MUY MUY,244,203,2025-01-05,Inventariable,Pieza,50004049,TRUE
MUY-0002,4050,TOP MANGA OBISPO TERRACOTA,,,,TOP,MUY MUY,304,253,2025-01-05,Inventariable,Pieza,50004050,TRUE
MUY-0003,4051,PANTALON ACANALADO VERDE ESMERALDA,,,,PANTALON,MUY MUY,203,156,2025-01-05,Inventariable,Pieza,50004051,TRUE
MUY-0004,4052,BLUSA CON BORDADO SUIZO AZUL MARINO,,,,BLUSA,MUY MUY,312,260,2025-01-05,Inventariable,Pieza,50004052,TRUE
MUY-0005,4053,SHORT PLISADO BLANCO,,,,SHORT,MUY MUY,243,202,2025-01-05,Inventariable,Pieza,50004053,TRUE
MUY-0006,4054,CARDIGAN MANGA OBISPO AZUL MARINO,,,,CARDIGAN,MUY MUY,334,278,2025-01-05,Inventariable,Pieza,50004054,TRUE
MUY-0007,4055,CAMISA CON ESTAMPADO FLORAL TERRACOTA,,,,CAMISA,MUY MUY,304,253,2025-01-05,Inventariable,Pieza,50004055,TRUE
AMB-0001,4056,CAMISA DE CORTE RECTO ROSA PASTEL,,,,CAMISA,AMBIANCE APPAREL,185,142,2025-01-05,Inventariable,Pieza,50004056,TRUE
AMB-0002,4057,BLUSA DE LINO AZUL MARINO,,,,BLUSA,AMBIANCE APPAREL,199,153,2025-01-05,Inventariable,Pieza,50004057,TRUE
AMB-0003,4058,CROP TOP PLISADO BURDEOS,,,,CROP,AMBIANCE APPAREL,151,116,2025-01-05,Inventariable,Pieza,50004058,TRUE
AMB-0004,4059,VESTIDO DE LINO BLANCO,,,,VESTIDO,AMBIANCE APPAREL,86,66,2025-01-05,Inventariable,Pieza,50004059,TRUE
AMB-0005,4060,CARDIGAN PLISADO GRIS JASPE,,,,CARDIGAN,AMBIANCE APPAREL,243,202,2025-01-05,Inventariable,Pieza,50004060,TRUE
AMB-0006,4061,CARDIGAN CON OLANES MOSTAZA,,,,CARDIGAN,AMBIANCE APPAREL,219,182,2025-01-05,Inventariable,Pieza,50004061,TRUE
AMB-0007,4062,PANTALON MANGA OBISPO AZUL CIELO,,,,PANTALON,AMBIANCE APPAREL,188,144,2025-01-05,Inventariable,Pieza,50004062,TRUE
AMB-0008,4063,CROP TOP CON BORDADO SUIZO NEGRO,,,,CROP,AMBIANCE APPAREL,238,198,2025-01-05,Inventariable,Pieza,50004063,TRUE
AMB-0009,4064,VESTIDO ACANALADO AZUL CIELO,,,,VESTIDO,AMBIANCE APPAREL,216,180,2025-01-05,Inventariable,Pieza,50004064,TRUE
AMB-0010,4065,FALDA CON CUELLO EN V BURDEOS,,,,FALDA,AMBIANCE APPAREL,213,177,2025-01-05,Inventariable,Pieza,50004065,TRUE
TOP-0004,4066,CROP TOP DE TEJIDO DENIM LILA,,,,CROP,TOP CHIC,326,271,2025-01-05,Inventariable,Pieza,50004066,TRUE
TOP-0005,4067,BLUSA CON ESTAMPADO FLORAL BLANCO,,,,BLUSA,TOP CHIC,317,264,2025-01-05,Inventariable,Pieza,50004067,TRUE
TOP-0006,4068,CAMISA CON ESTAMPADO FLORAL NEGRO,,,,CAMISA,TOP CHIC,318,265,2025-01-05,Inventariable,Pieza,50004068,TRUE
HAV-0011,4069,TOP CON BOTONES FRONTALES VERDE ESMERALDA,,,,TOP,HAVE,182,140,2025-01-05,Inventariable,Pieza,50004069,TRUE
HAV-0012,4070,SHORT DE CORTE RECTO LILA,,,,SHORT,HAVE,231,192,2025-01-05,Inventariable,Pieza,50004070,TRUE
HAV-0013,4071,SHORT DE LINO CREMA,,,,SHORT,HAVE,281,234,2025-01-05,Inventariable,Pieza,50004071,TRUE
HAV-0014,4072,VESTIDO AJUSTADO NEGRO,,,,VESTIDO,HAVE,304,253,2025-01-05,Inventariable,Pieza,50004072,TRUE
HAV-0015,4073,TOP OVERSIZE VERDE ESMERALDA,,,,TOP,HAVE,167,128,2025-01-05,Inventariable,Pieza,50004073,TRUE
HAV-0016,4074,FALDA ACANALADO BURDEOS,,,,FALDA,HAVE,276,230,2025-01-05,Inventariable,Pieza,50004074,TRUE
HAV-0017,4075,CAMISA SATINADO ROSA PASTEL,,,,CAMISA,HAVE,177,136,2025-01-05,Inventariable,Pieza,50004075,TRUE
HAV-0018,4076,BLUSA DE ENCAJE BLANCO,,,,BLUSA,HAVE,246,205,2025-01-05,Inventariable,Pieza,50004076,TRUE
HAV-0019,4077,ENTERIZO DE LINO GRIS JASPE,,,,ENTERIZO,HAVE,171,131,2025-01-05,Inventariable,Pieza,50004077,TRUE
HAV-0020,4078,TOP AJUSTADO ROSA PASTEL,,,,TOP,HAVE,345,287,2025-01-05,Inventariable,Pieza,50004078,TRUE
HAV-0021,4079,CROP TOP DE TEJIDO DENIM BLANCO,,,,CROP,HAVE,309,257,2025-01-05,Inventariable,Pieza,50004079,TRUE
HAV-0022,4080,FALDA CON BOTONES FRONTALES BURDEOS,,,,FALDA,HAVE,195,150,2025-01-05,Inventariable,Pieza,50004080,TRUE
CAM-0007,4081,BLUSA AJUSTADO AZUL MARINO,,,,BLUSA,CAMEO,414,360,2025-01-05,Inventariable,Pieza,50004081,TRUE
