id_ntc,id_venta,id_cliente,fecha,sku,descripcion,cantidad,precio,total
NTC-001107,NOT-019911,1,2025-03-09,MIN-0068,TOP DE TEJIDO DENIM LILA,1,146,146
NTC-001108,NOT-019940,1,2025-03-09,ACT-0083,FALDA DE TEJIDO DENIM LILA,1,194,194
NTC-001109,NOT-019940,1,2025-03-09,PAP-0059,TOP SATINADO AZUL MARINO,1,290,290
NTC-001110,NOT-019966,1,2025-03-09,MIL-0042,VESTIDO CON ESTAMPADO FLORAL AZUL MARINO,1,206,206
NTC-001111,NOT-019982,1,2025-03-09,TIM-0004,TOP CON CUELLO EN V AZUL CIELO,1,248,248
NTC-001112,NOT-019997,1,2025-03-09,IJO-0029,VESTIDO CON OLANES BLANCO,1,212,212
NTC-001113,NOT-020009,1,2025-03-10,ACT-0024,CAMISA DE ENCAJE NEGRO,1,358,358
NTC-001114,NOT-020021,1,2025-03-10,LOP-0025,BLUSA CON LAZADA LILA,1,127,127
NTC-001115,NOT-020061,1,2025-03-10,VIN-0018,ENTERIZO CON CUELLO EN V ROSA PASTEL,1,336,336
NTC-001116,NOT-020110,1,2025-03-10,ACT-0042,ENTERIZO OVERSIZE GRIS JASPE,1,348,348
NTC-001117,NOT-020132,1,2025-03-11,MIC-0082,PANTALON DE TEJIDO DENIM VERDE ESMERALDA,1,141,141
NTC-001118,NOT-020144,1,2025-03-11,LOT-0053,CROP TOP CON BORDADO SUIZO VERDE ESMERALDA,1,287,287
NTC-001119,NOT-020189,1,2025-03-12,TEE-0032,BLUSA SATINADO BEIGE,1,149,149
NTC-001120,NOT-020206,1,2025-03-12,PAP-0145,TOP CON CUELLO EN V CREMA,1,207,207
NTC-001121,NOT-020211,1,2025-03-12,TOP-0067,PANTALON DE TEJIDO DENIM TERRACOTA,1,272,272
NTC-001122,NOT-020233,1,2025-03-13,GAL-0031,TOP CON ESTAMPADO FLORAL BEIGE,1,341,341
NTC-001123,NOT-020261,1,2025-03-13,MIC-0070,TOP CON LAZADA GRIS JASPE,1,192,192
NTC-001124,NOT-020275,1,2025-03-13,LOT-0051,SHORT CON BORDADO SUIZO BURDEOS,1,258,258
NTC-001125,NOT-020349,1,2025-03-14,MIC-0023,TOP PLISADO CREMA,1,203,203
NTC-001126,NOT-020398,1,2025-03-15,LIZ-0023,SHORT DE LINO LILA,1,237,237
NTC-001127,NOT-020405,1,2025-03-15,MIN-0210,CROP TOP DE LINO VERDE ESMERALDA,1,201,201
NTC-001128,NOT-020412,1,2025-03-15,CAM-0031,ENTERIZO CON CUELLO EN V VERDE ESMERALDA,1,375,375
NTC-001129,NOT-020482,1,2025-03-17,VIN-0017,ENTERIZO CON ESTAMPADO FLORAL GRIS JASPE,1,270,270
NTC-001130,NOT-020497,1,2025-03-17,AVA-0031,TOP DE TEJIDO DENIM BEIGE,1,220,220
NTC-001131,NOT-020506,1,2025-03-17,BET-0069,VESTIDO SATINADO LILA,1,316,316
NTC-001132,NOT-020513,1,2025-03-17,MIC-0078,ENTERIZO OVERSIZE MOSTAZA,1,287,287
NTC-001133,NOT-020524,1,2025-03-17,MIC-0070,TOP CON LAZADA GRIS JASPE,1,192,192
NTC-001134,NOT-020526,1,2025-03-17,ACT-0072,SHORT DE ENCAJE BURDEOS,1,269,269
NTC-001135,NOT-020551,1,2025-03-18,AVA-0033,VESTIDO DE ENCAJE ROSA PASTEL,1,220,220
NTC-001136,NOT-020567,1,2025-03-18,CHO-0012,FALDA AJUSTADO AZUL MARINO,1,206,206
NTC-001137,NOT-020573,1,2025-03-18,AJL-0020,CROP TOP CON BORDADO SUIZO BLANCO,1,222,222
NTC-001138,NOT-020593,1,2025-03-19,MIC-0075,BLUSA CON CUELLO EN V MOSTAZA,1,228,228
NTC-001139,NOT-020599,1,2025-03-19,SAN-0072,PANTALON ACANALADO GRIS JASPE,1,348,348
NTC-001140,NOT-020599,1,2025-03-19,NEW-0035,FALDA MANGA OBISPO CREMA,1,231,231
NTC-001141,NOT-020624,1,2025-03-19,EDI-0028,FALDA CON OLANES VERDE ESMERALDA,1,372,372
NTC-001142,NOT-020625,1,2025-03-19,CHO-0011,BLUSA PLISADO NEGRO,1,332,332
NTC-001143,NOT-020641,1,2025-03-19,MIT-0038,FALDA ACANALADO TERRACOTA,1,204,204
NTC-001144,NOT-020643,1,2025-03-19,VIN-0020,CAMISA CON BORDADO SUIZO AZUL CIELO,1,294,294
NTC-001145,NOT-020650,1,2025-03-20,LIZ-0025,CROP TOP CON ESTAMPADO FLORAL MOSTAZA,1,199,199
NTC-001146,NOT-020667,1,2025-03-20,ACT-0300,VESTIDO CON BORDADO SUIZO AZUL CIELO,1,222,222
NTC-001147,NOT-020675,1,2025-03-20,MIS-0004,TOP SATINADO ROSA PASTEL,1,321,321
NTC-001148,NOT-020682,1,2025-03-20,LOT-0052,CROP TOP CON LAZADA AZUL MARINO,1,263,263
NTC-001149,NOT-020695,1,2025-03-20,STE-0014,PANTALON CON BOTONES FRONTALES AZUL CIELO,1,121,121
NTC-001150,NOT-020703,1,2025-03-20,OVE-0030,SHORT DE LINO AZUL CIELO,1,186,186
NTC-001151,NOT-020721,1,2025-03-21,LOR-0089,ENTERIZO ACANALADO LILA,1,214,214
NTC-001152,NOT-020737,1,2025-03-21,VIN-0017,ENTERIZO CON ESTAMPADO FLORAL GRIS JASPE,1,270,270
NTC-001153,NOT-020756,1,2025-03-21,AVA-0022,BLUSA CON CUELLO EN V VERDE ESMERALDA,1,193,193
NTC-001154,NOT-020758,1,2025-03-21,MIC-0070,TOP CON LAZADA GRIS JASPE,1,192,192
NTC-001155,NOT-020765,1,2025-03-22,ONT-0041,TOP MANGA OBISPO LILA,1,477,477
NTC-001156,NOT-020768,1,2025-03-22,LOT-0055,PANTALON DE CORTE RECTO VERDE ESMERALDA,1,198,198
NTC-001157,NOT-020775,1,2025-03-22,EST-0010,TOP CON OLANES BLANCO,1,213,213
NTC-001158,NOT-020779,1,2025-03-22,ACT-0072,SHORT DE ENCAJE BURDEOS,1,269,269
NTC-001159,NOT-020791,1,2025-03-22,MIN-0062,ENTERIZO CON BORDADO SUIZO BEIGE,1,162,162
NTC-001160,NOT-020811,1,2025-03-22,DOU-0019,TOP CON ESTAMPADO FLORAL BURDEOS,1,242,242
NTC-001161,NOT-020817,1,2025-03-22,LIZ-0029,ENTERIZO DE TEJIDO DENIM VERDE ESMERALDA,1,136,136
NTC-001162,NOT-020839,1,2025-03-23,OVE-0030,SHORT DE LINO AZUL CIELO,1,186,186
NTC-001163,NOT-020848,1,2025-03-23,RUN-0008,BLUSA CON ESTAMPADO FLORAL AZUL MARINO,1,195,195
NTC-001164,NOT-020865,1,2025-03-23,LOP-0026,SHORT CON OLANES AZUL CIELO,1,175,175
NTC-001165,NOT-020876,1,2025-03-23,IRI-0033,BLUSA DE TEJIDO DENIM AZUL MARINO,1,153,153
NTC-001166,NOT-020917,1,2025-03-24,EDI-0033,FALDA DE TEJIDO DENIM CREMA,1,329,329
NTC-001167,NOT-020918,1,2025-03-24,ACT-0298,PANTALON CON BOTONES FRONTALES BEIGE,1,292,292
NTC-001168,NOT-020943,1,2025-03-24,PAP-0058,VESTIDO CON CUELLO EN V BURDEOS,1,344,344
NTC-001169,NOT-020953,1,2025-03-25,LOP-0032,CROP TOP DE TEJIDO DENIM ROSA PASTEL,1,159,159
NTC-001170,NOT-020983,1,2025-03-25,GLA-0013,ENTERIZO CON CUELLO EN V VERDE ESMERALDA,1,380,380
NTC-001171,NOT-021006,1,2025-03-26,IJO-0078,VESTIDO DE LINO BEIGE,1,269,269
NTC-001172,NOT-021011,1,2025-03-26,TEE-0121,BLUSA CON ESTAMPADO FLORAL AZUL CIELO,1,186,186
NTC-001173,NOT-021016,1,2025-03-26,MIC-0082,PANTALON DE TEJIDO DENIM VERDE ESMERALDA,1,141,141
NTC-001174,NOT-021050,1,2025-03-26,WIL-0026,ENTERIZO CON CUELLO EN V BLANCO,1,273,273
NTC-001175,NOT-021082,1,2025-03-27,ACT-0024,CAMISA DE ENCAJE NEGRO,1,358,358
NTC-001176,NOT-021098,1,2025-03-27,TEE-0034,CAMISA MANGA OBISPO CREMA,1,192,192
NTC-001177,NOT-021103,1,2025-03-27,MIC-0052,CARDIGAN CON BOTONES FRONTALES MOSTAZA,1,256,256
NTC-001178,NOT-021160,1,2025-03-28,SAN-0070,PANTALON PLISADO VERDE ESMERALDA,1,194,194
NTC-001179,NOT-021171,1,2025-03-28,MIN-0139,VESTIDO AJUSTADO BEIGE,1,198,198
NTC-001180,NOT-021179,1,2025-04-01,MIN-0094,CAMISA CON LAZADA MOSTAZA,1,316,316
NTC-001181,NOT-021189,1,2025-04-01,NEW-0043,CROP TOP DE CORTE RECTO AZUL MARINO,1,274,274
NTC-001182,NOT-021209,1,2025-04-02,LOR-0100,TOP ACANALADO LILA,1,316,316
NTC-001183,NOT-021219,1,2025-04-03,OVI-0151,BLUSA SATINADO AZUL CIELO,1,310,310
NTC-001184,NOT-021235,1,2025-04-03,COL-0003,TOP CON BORDADO SUIZO BEIGE,1,250,250
NTC-001185,NOT-021253,1,2025-04-04,TIM-0074,BLUSA DE CORTE RECTO LILA,1,296,296
NTC-001186,NOT-021257,1,2025-04-04,LEE-0119,SHORT PLISADO ROSA PASTEL,1,374,374
NTC-001187,NOT-021282,1,2025-04-05,LOT-0192,CAMISA MANGA OBISPO NEGRO,1,305,305
NTC-001188,NOT-021320,1,2025-04-06,LOP-0023,TOP PLISADO BLANCO,1,132,132
NTC-001189,NOT-021338,1,2025-04-06,IFS-0019,VESTIDO PLISADO LILA,1,238,238
NTC-001190,NOT-021345,1,2025-04-06,NEW-0080,BLUSA OVERSIZE CREMA,1,268,268
NTC-001191,NOT-021359,1,2025-04-06,LEE-0040,CROP TOP SATINADO ROSA PASTEL,1,379,379
NTC-001192,NOT-021365,1,2025-04-06,LOP-0141,CAMISA OVERSIZE MOSTAZA,1,130,130
NTC-001193,NOT-021366,1,2025-04-06,LIZ-0051,VESTIDO DE CORTE RECTO BEIGE,1,382,382
NTC-001194,NOT-021366,1,2025-04-06,HAV-0016,FALDA ACANALADO BURDEOS,1,276,276
NTC-001195,NOT-021375,1,2025-04-06,MIL-0010,PANTALON MANGA OBISPO LILA,1,276,276
NTC-001196,NOT-021404,1,2025-04-07,HAV-0045,CROP TOP DE CORTE RECTO GRIS JASPE,1,213,213
NTC-001197,NOT-021411,1,2025-04-07,LOT-0074,CARDIGAN CON ESTAMPADO FLORAL GRIS JASPE,1,287,287
NTC-001198,NOT-021413,1,2025-04-07,IJO-0035,PANTALON CON ESTAMPADO FLORAL ROSA PASTEL,1,202,202
NTC-001199,NOT-021419,1,2025-04-07,LOT-0069,SHORT CON ESTAMPADO FLORAL LILA,1,226,226
NTC-001200,NOT-021425,1,2025-04-07,MIN-0091,SHORT AJUSTADO BEIGE,1,225,225
NTC-001201,NOT-021432,1,2025-04-07,LEE-0036,ENTERIZO ACANALADO AZUL CIELO,1,444,444
NTC-001202,NOT-021436,1,2025-04-07,MIN-0085,VESTIDO DE LINO BLANCO,1,263,263
NTC-001203,NOT-021441,1,2025-04-07,VIN-0044,CROP TOP SATINADO LILA,1,375,375
NTC-001204,NOT-021442,1,2025-04-07,HAV-0029,PANTALON DE TEJIDO DENIM BLANCO,1,252,252
NTC-001205,NOT-021443,1,2025-04-07,ACT-0102,VESTIDO CON BOTONES FRONTALES BURDEOS,1,297,297
NTC-001206,NOT-021495,1,2025-04-07,SHE-0051,BLUSA CON ESTAMPADO FLORAL AZUL MARINO,1,256,256
NTC-001207,NOT-021520,1,2025-04-08,IN2-0012,PANTALON DE TEJIDO DENIM CREMA,1,207,207
NTC-001208,NOT-021546,1,2025-04-08,LIZ-0056,CROP TOP CON BORDADO SUIZO ROSA PASTEL,1,323,323
NTC-001209,NOT-021570,1,2025-04-08,MIC-0095,ENTERIZO ACANALADO BEIGE,1,214,214
NTC-001210,NOT-021601,1,2025-04-08,LOT-0192,CAMISA MANGA OBISPO NEGRO,1,305,305
NTC-001211,NOT-021606,1,2025-04-09,ACT-0098,CROP TOP DE CORTE RECTO AZUL CIELO,1,84,84
NTC-001212,NOT-021621,1,2025-04-09,ACT-0104,CAMISA CON CUELLO EN V LILA,1,321,321
NTC-001213,NOT-021630,1,2025-04-09,ONE-0004,PANTALON OVERSIZE BURDEOS,1,513,513
NTC-001214,NOT-021638,1,2025-04-09,ACT-0087,CARDIGAN ACANALADO AZUL CIELO,1,245,245
NTC-001215,NOT-021641,1,2025-04-09,MIN-0099,CARDIGAN DE LINO BLANCO,1,268,268
NTC-001216,NOT-021655,1,2025-04-09,IJO-0032,PANTALON OVERSIZE NEGRO,1,267,267
NTC-001217,NOT-021661,1,2025-04-09,GLA-0002,CAMISA DE ENCAJE VERDE ESMERALDA,1,213,213
NTC-001218,NOT-021665,1,2025-04-09,GIL-0012,ENTERIZO CON CUELLO EN V VERDE ESMERALDA,1,280,280
NTC-001219,NOT-021684,1,2025-04-09,MIC-0305,ENTERIZO CON BOTONES FRONTALES AZUL CIELO,1,256,256
NTC-001220,NOT-021697,1,2025-04-09,ACT-0106,CAMISA PLISADO LILA,1,89,89
NTC-001221,NOT-021699,1,2025-04-09,TIM-0054,ENTERIZO ACANALADO BURDEOS,1,244,244
NTC-001222,NOT-021720,1,2025-04-10,ONT-0088,ENTERIZO AJUSTADO VERDE ESMERALDA,1,471,471
NTC-001223,NOT-021728,1,2025-04-10,PAP-0081,CAMISA SATINADO BURDEOS,1,300,300
NTC-001224,NOT-021743,1,2025-04-10,IJO-0033,TOP AJUSTADO AZUL CIELO,1,181,181
NTC-001225,NOT-021760,1,2025-04-10,MIN-0092,CROP TOP DE CORTE RECTO MOSTAZA,1,262,262
NTC-001226,NOT-021761,1,2025-04-10,MIC-0095,ENTERIZO ACANALADO BEIGE,1,214,214
NTC-001227,NOT-021763,1,2025-04-10,MIR-0020,CROP TOP SATINADO GRIS JASPE,1,176,176
NTC-001228,NOT-021783,1,2025-04-10,MIL-0057,VESTIDO CON OLANES BEIGE,1,272,272
NTC-001229,NOT-021797,1,2025-04-11,IJO-0036,CAMISA CON LAZADA BURDEOS,1,344,344
NTC-001230,NOT-021801,1,2025-04-11,AZU-0023,CROP TOP DE ENCAJE ROSA PASTEL,1,387,387
NTC-001231,NOT-021816,1,2025-04-11,MIA-0017,CARDIGAN SATINADO MOSTAZA,1,219,219
NTC-001232,NOT-021833,1,2025-04-11,ACT-0100,ENTERIZO CON ESTAMPADO FLORAL NEGRO,1,212,212
NTC-001233,NOT-021890,1,2025-04-12,MIC-0097,BLUSA DE LINO VERDE ESMERALDA,1,166,166
NTC-001234,NOT-021914,1,2025-04-12,SAN-0020,SHORT ACANALADO AZUL CIELO,1,151,151
NTC-001235,NOT-021934,1,2025-04-13,ACT-0108,FALDA CON ESTAMPADO FLORAL CREMA,1,290,290
NTC-001236,NOT-021934,1,2025-04-13,TIM-0007,SHORT CON ESTAMPADO FLORAL AZUL MARINO,1,197,197
NTC-001237,NOT-021953,1,2025-04-13,SHE-0181,CARDIGAN CON OLANES NEGRO,1,274,274
NTC-001238,NOT-022014,1,2025-04-14,MIC-0109,SHORT DE CORTE RECTO ROSA PASTEL,1,261,261
NTC-001239,NOT-022056,1,2025-04-15,EVE-0024,PANTALON DE ENCAJE MOSTAZA,1,237,237
NTC-001240,NOT-022114,1,2025-04-16,OVE-0054,SHORT DE CORTE RECTO TERRACOTA,1,288,288
NTC-001241,NOT-022117,1,2025-04-16,GAL-0088,BLUSA CON BOTONES FRONTALES MOSTAZA,1,304,304
NTC-001242,NOT-022120,1,2025-04-16,MIC-0102,BLUSA ACANALADO BLANCO,1,303,303
NTC-001243,NOT-022144,1,2025-04-16,MIC-0317,FALDA SATINADO AZUL MARINO,1,202,202
NTC-001244,NOT-022147,1,2025-04-16,TIM-0082,PANTALON CON OLANES LILA,1,202,202
NTC-001245,NOT-022161,1,2025-04-17,ACT-0107,CAMISA SATINADO AZUL CIELO,1,359,359
NTC-001246,NOT-022170,1,2025-04-17,AMB-0058,SHORT DE CORTE RECTO ROSA PASTEL,1,80,80
NTC-001247,NOT-022257,1,2025-04-18,ROL-0028,CAMISA MANGA OBISPO BLANCO,1,292,292
NTC-001248,NOT-022315,1,2025-04-19,MIC-0109,SHORT DE CORTE RECTO ROSA PASTEL,1,261,261
NTC-001249,NOT-022320,1,2025-04-19,TIM-0082,PANTALON CON OLANES LILA,1,202,202
NTC-001250,NOT-022330,1,2025-04-19,ACT-0100,ENTERIZO CON ESTAMPADO FLORAL NEGRO,1,212,212
NTC-001251,NOT-022337,1,2025-04-19,STE-0006,CARDIGAN DE LINO AZUL MARINO,1,103,103
NTC-001252,NOT-022365,1,2025-04-19,LOT-0075,BLUSA CON OLANES LILA,1,169,169
NTC-001253,NOT-022370,1,2025-04-19,LIZ-0048,BLUSA CON CUELLO EN V GRIS JASPE,1,167,167
NTC-001254,NOT-022406,1,2025-04-20,HAV-0041,SHORT DE TEJIDO DENIM MOSTAZA,1,264,264
NTC-001255,NOT-022417,1,2025-04-20,LIZ-0106,PANTALON CON BORDADO SUIZO TERRACOTA,1,308,308
NTC-001256,NOT-022419,1,2025-04-20,OVE-0056,CROP TOP MANGA OBISPO VERDE ESMERALDA,1,279,279
NTC-001257,NOT-022435,1,2025-04-21,ACT-0101,VESTIDO CON CUELLO EN V AZUL MARINO,1,322,322
NTC-001258,NOT-022438,1,2025-04-21,LOT-0145,CROP TOP OVERSIZE VERDE ESMERALDA,1,282,282
NTC-001259,NOT-022439,1,2025-04-21,LOP-0085,PANTALON SATINADO BURDEOS,1,212,212
NTC-001260,NOT-022450,1,2025-04-21,MIA-0016,PANTALON CON LAZADA TERRACOTA,1,219,219
NTC-001261,NOT-022452,1,2025-04-21,LEE-0014,CAMISA DE LINO LILA,1,250,250
NTC-001262,NOT-022454,1,2025-04-21,ACT-0244,CAMISA PLISADO LILA,1,288,288
NTC-001263,NOT-022467,1,2025-04-21,MIC-0103,PANTALON MANGA OBISPO ROSA PASTEL,1,218,218
NTC-001264,NOT-022483,1,2025-04-21,MIC-0226,ENTERIZO CON ESTAMPADO FLORAL AZUL MARINO,1,129,129
NTC-001265,NOT-022501,1,2025-04-22,MIC-0100,VESTIDO DE TEJIDO DENIM TERRACOTA,1,198,198
NTC-001266,NOT-022517,1,2025-04-22,MIC-0042,CROP TOP CON LAZADA AZUL CIELO,1,204,204
NTC-001267,NOT-022528,1,2025-04-22,ACT-0299,VESTIDO OVERSIZE LILA,1,299,299
NTC-001268,NOT-022566,1,2025-04-23,WOR-0002,PANTALON PLISADO BLANCO,1,215,215
NTC-001269,NOT-022636,1,2025-04-24,PAP-0078,TOP CON CUELLO EN V BLANCO,1,360,360
NTC-001270,NOT-022641,1,2025-04-24,SAN-0102,CARDIGAN OVERSIZE GRIS JASPE,1,214,214
NTC-001271,NOT-022647,1,2025-04-24,SAN-0154,VESTIDO CON ESTAMPADO FLORAL LILA,1,143,143
NTC-001272,NOT-022657,1,2025-04-24,ACT-0244,CAMISA PLISADO LILA,1,288,288
NTC-001273,NOT-022670,1,2025-04-25,MIN-0091,SHORT AJUSTADO BEIGE,1,225,225
NTC-001274,NOT-022688,1,2025-04-25,MIL-0061,SHORT OVERSIZE BEIGE,1,212,212
NTC-001275,NOT-022690,1,2025-04-25,SHE-0171,BLUSA DE ENCAJE AZUL CIELO,1,228,228
NTC-001276,NOT-022694,1,2025-04-25,MIL-0058,ENTERIZO DE LINO BEIGE,1,205,205
NTC-001277,NOT-022697,1,2025-04-25,PAP-0146,CARDIGAN DE ENCAJE BURDEOS,1,205,205
NTC-001278,NOT-022708,1,2025-04-25,MIC-0072,PANTALON DE ENCAJE BLANCO,1,128,128
NTC-001279,NOT-022709,1,2025-04-25,LOT-0074,CARDIGAN CON ESTAMPADO FLORAL GRIS JASPE,1,287,287
NTC-001280,NOT-022709,1,2025-04-25,MIN-0085,VESTIDO DE LINO BLANCO,1,263,263
NTC-001281,NOT-022749,1,2025-04-26,MIN-0087,PANTALON PLISADO LILA,1,130,130
NTC-001282,NOT-022751,1,2025-04-26,IJO-0032,PANTALON OVERSIZE NEGRO,1,267,267
NTC-001283,NOT-022764,1,2025-04-26,HAV-0027,BLUSA CON BORDADO SUIZO CREMA,1,164,164
NTC-001284,NOT-022768,1,2025-04-26,LOT-0070,CROP TOP SATINADO BURDEOS,1,268,268
NTC-001285,NOT-022803,1,2025-04-27,LIZ-0053,VESTIDO CON CUELLO EN V BEIGE,1,276,276
NTC-001286,NOT-022828,1,2025-04-27,AVA-0087,SHORT CON ESTAMPADO FLORAL ROSA PASTEL,1,199,199
NTC-001287,NOT-022872,1,2025-04-28,ACT-0108,FALDA CON ESTAMPADO FLORAL CREMA,1,290,290
NTC-001288,NOT-022881,1,2025-04-28,PAP-0081,CAMISA SATINADO BURDEOS,1,300,300
NTC-001289,NOT-022888,1,2025-04-28,GIL-0037,CARDIGAN DE LINO BLANCO,1,297,297
NTC-001290,NOT-022924,1,2025-05-01,VIN-0012,TOP ACANALADO BLANCO,1,405,405
NTC-001291,NOT-022935,1,2025-05-01,MIN-0098,FALDA DE LINO TERRACOTA,1,290,290
NTC-001292,NOT-022962,1,2025-05-03,LIZ-0051,VESTIDO DE CORTE RECTO BEIGE,1,382,382
NTC-001293,NOT-022976,1,2025-05-03,MIC-0043,TOP DE CORTE RECTO AZUL MARINO,1,270,270
NTC-001294,NOT-022978,1,2025-05-03,AVA-0111,CAMISA CON BOTONES FRONTALES ROSA PASTEL,1,167,167
NTC-001295,NOT-022986,1,2025-05-03,TIM-0081,BLUSA ACANALADO CREMA,1,322,322
NTC-001296,NOT-023023,1,2025-05-05,PAP-0092,SHORT DE ENCAJE AZUL CIELO,1,435,435
NTC-001297,NOT-023023,1,2025-05-05,VIN-0068,CAMISA ACANALADO TERRACOTA,1,504,504
NTC-001298,NOT-023043,1,2025-05-05,ACT-0142,TOP CON BOTONES FRONTALES AZUL MARINO,1,293,293
NTC-001299,NOT-023043,1,2025-05-05,ACT-0140,CROP TOP AJUSTADO TERRACOTA,1,108,108
NTC-001300,NOT-023081,1,2025-05-06,DAN-0015,VESTIDO CON ESTAMPADO FLORAL BEIGE,1,257,257
NTC-001301,NOT-023099,1,2025-05-06,ACT-0139,PANTALON CON BORDADO SUIZO MOSTAZA,1,348,348
NTC-001302,NOT-023103,1,2025-05-06,VIN-0057,VESTIDO DE CORTE RECTO BURDEOS,1,314,314
NTC-001303,NOT-023106,1,2025-05-06,MIT-0015,CARDIGAN DE LINO LILA,1,192,192
NTC-001304,NOT-023142,1,2025-05-06,ACT-0129,CARDIGAN SATINADO ROSA PASTEL,1,321,321
NTC-001305,NOT-023169,1,2025-05-07,LOT-0090,PANTALON CON BORDADO SUIZO LILA,1,221,221
NTC-001306,NOT-023191,1,2025-05-07,MIC-0129,VESTIDO CON LAZADA NEGRO,1,211,211
NTC-001307,NOT-023207,1,2025-05-07,AJL-0039,ENTERIZO DE CORTE RECTO NEGRO,1,212,212
NTC-001308,NOT-023227,1,2025-05-07,MIN-0108,BLUSA CON ESTAMPADO FLORAL VERDE ESMERALDA,1,129,129
NTC-001309,NOT-023290,1,2025-05-08,ACT-0132,CROP TOP ACANALADO VERDE ESMERALDA,1,93,93
NTC-001310,NOT-023290,1,2025-05-08,VIN-0048,CARDIGAN DE CORTE RECTO GRIS JASPE,1,210,210
NTC-001311,NOT-023293,1,2025-05-08,STE-0010,FALDA DE CORTE RECTO GRIS JASPE,1,153,153
NTC-001312,NOT-023306,1,2025-05-08,LIZ-0066,VESTIDO DE LINO BEIGE,1,541,541
NTC-001313,NOT-023315,1,2025-05-08,MIC-0126,CARDIGAN DE ENCAJE BLANCO,1,252,252
NTC-001314,NOT-023351,1,2025-05-09,INV-0007,FALDA SATINADO GRIS JASPE,1,244,244
NTC-001315,NOT-023377,1,2025-05-09,MIC-0128,BLUSA DE CORTE RECTO BEIGE,1,314,314
NTC-001316,NOT-023388,1,2025-05-09,AMB-0062,BLUSA CON LAZADA BURDEOS,1,203,203
NTC-001317,NOT-023416,1,2025-05-09,LOT-0094,CROP TOP CON CUELLO EN V BEIGE,1,320,320
NTC-001318,NOT-023421,1,2025-05-09,LIZ-0066,VESTIDO DE LINO BEIGE,1,541,541
NTC-001319,NOT-023448,1,2025-05-10,GAL-0036,VESTIDO CON BORDADO SUIZO AZUL CIELO,1,370,370
NTC-001320,NOT-023452,1,2025-05-10,LIZ-0070,CAMISA DE ENCAJE GRIS JASPE,1,397,397
NTC-001321,NOT-023508,1,2025-05-10,AMB-0073,CARDIGAN CON LAZADA AZUL MARINO,1,210,210
NTC-001322,NOT-023529,1,2025-05-10,PAP-0087,PANTALON ACANALADO LILA,1,342,342
NTC-001323,NOT-023548,1,2025-05-11,MIC-0124,CROP TOP CON CUELLO EN V BURDEOS,1,242,242
NTC-001324,NOT-023569,1,2025-05-11,TIM-0026,CROP TOP DE ENCAJE GRIS JASPE,1,119,119
NTC-001325,NOT-023618,1,2025-05-11,BET-0022,CAMISA CON BORDADO SUIZO BLANCO,1,333,333
NTC-001326,NOT-023626,1,2025-05-12,VIN-0048,CARDIGAN DE CORTE RECTO GRIS JASPE,1,210,210
NTC-001327,NOT-023627,1,2025-05-12,RUN-0018,ENTERIZO DE LINO AZUL CIELO,1,257,257
NTC-001328,NOT-023640,1,2025-05-12,MIN-0105,SHORT OVERSIZE TERRACOTA,1,202,202
NTC-001329,NOT-023655,1,2025-05-12,NEW-0066,PANTALON DE ENCAJE MOSTAZA,1,320,320
NTC-001330,NOT-023657,1,2025-05-12,TEE-0070,PANTALON OVERSIZE MOSTAZA,1,181,181
NTC-001331,NOT-023676,1,2025-05-12,CRE-0001,FALDA SATINADO CREMA,1,330,330
NTC-001332,NOT-023676,1,2025-05-12,LOT-0120,BLUSA CON OLANES LILA,1,198,198
NTC-001333,NOT-023693,1,2025-05-13,LEE-0016,ENTERIZO DE TEJIDO DENIM BURDEOS,1,290,290
NTC-001334,NOT-023694,1,2025-05-13,MIC-0134,CROP TOP DE CORTE RECTO NEGRO,1,298,298
NTC-001335,NOT-023714,1,2025-05-13,TOP-0033,BLUSA DE LINO GRIS JASPE,1,287,287
NTC-001336,NOT-023740,1,2025-05-13,MIC-0127,CARDIGAN SATINADO AZUL MARINO,1,176,176
NTC-001337,NOT-023744,1,2025-05-13,ACT-0138,BLUSA ACANALADO BURDEOS,1,251,251
NTC-001338,NOT-023761,1,2025-05-14,EDI-0004,TOP DE TEJIDO DENIM MOSTAZA,1,439,439
NTC-001339,NOT-023768,1,2025-05-14,SPR-0050,CAMISA CON OLANES MOSTAZA,1,299,299
NTC-001340,NOT-023775,1,2025-05-14,CAM-0017,CARDIGAN ACANALADO AZUL MARINO,1,300,300
NTC-001341,NOT-023797,1,2025-05-14,SAN-0056,SHORT CON CUELLO EN V AZUL CIELO,1,239,239
NTC-001342,NOT-023807,1,2025-05-14,MIC-0126,CARDIGAN DE ENCAJE BLANCO,1,252,252
NTC-001343,NOT-023816,1,2025-05-14,MIC-0137,CARDIGAN CON OLANES BURDEOS,1,294,294
NTC-001344,NOT-023844,1,2025-05-15,LOL-0040,TOP CON CUELLO EN V MOSTAZA,1,249,249
NTC-001345,NOT-023858,1,2025-05-15,MIL-0039,BLUSA CON OLANES NEGRO,1,222,222
NTC-001346,NOT-023934,1,2025-05-16,MIC-0133,PANTALON AJUSTADO NEGRO,1,255,255
NTC-001347,NOT-023971,1,2025-05-17,MIN-0109,SHORT DE CORTE RECTO LILA,1,302,302
NTC-001348,NOT-024001,1,2025-05-17,AJL-0039,ENTERIZO DE CORTE RECTO NEGRO,1,212,212
NTC-001349,NOT-024003,1,2025-05-17,LIZ-0073,VESTIDO PLISADO GRIS JASPE,1,213,213
