folio,sku,descripcion,cantidad,precio_unitario,impuesto,descuento,subtotal,importe,fecha,registro_nombre,usuario_autorizo_nombre,marca
PO-000378,DRE-0056,CARDIGAN MANGA OBISPO TERRACOTA,9,422,16,0,3798,4405.68,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0057,FALDA DE TEJIDO DENIM TERRACOTA,9,312,16,0,2808,3257.28,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0058,BLUSA CON CUELLO EN V GRIS JASPE,9,380,16,0,3420,3967.2,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0059,FALDA PLISADO BEIGE,9,284,16,0,2556,2964.96,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0060,SHORT ACANALADO TERRACOTA,9,311,16,0,2799,3246.84,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0061,CAMISA CON OLANES GRIS JASPE,9,270,16,0,2430,2818.8,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0062,CROP TOP CON ESTAMPADO FLORAL GRIS JASPE,9,274,16,0,2466,2860.56,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000378,DRE-0063,TOP CON CUELLO EN V BLANCO,12,376,16,0,4512,5233.92,2024-10-04,USUARIO1,ADMIN1,DRESS DAY
PO-000379,EST-0046,CAMISA PLISADO GRIS JASPE,18,275,16,0,4950,5742,2024-10-04,USUARIO1,ADMIN1,ESTELLA
PO-000379,EST-0047,CARDIGAN CON LAZADA LILA,15,309,16,0,4635,5376.6,2024-10-04,USUARIO1,ADMIN1,ESTELLA
PO-000379,EST-0048,CARDIGAN DE ENCAJE BEIGE,18,329,16,0,5922,6869.52,2024-10-04,USUARIO1,ADMIN1,ESTELLA
PO-000379,EST-0049,CROP TOP CON BORDADO SUIZO CREMA,18,350,16,0,6300,7308,2024-10-04,USUARIO1,ADMIN1,ESTELLA
PO-000379,EST-0050,CARDIGAN CON CUELLO EN V ROSA PASTEL,15,142,16,0,2130,2470.8,2024-10-04,USUARIO1,ADMIN1,ESTELLA
PO-000379,EST-0051,PANTALON SATINADO TERRACOTA,18,235,16,0,4230,4906.8,2024-10-04,USUARIO1,ADMIN1,ESTELLA
PO-000380,BET-0053,CAMISA CON ESTAMPADO FLORAL GRIS JASPE,9,232,16,0,2088,2422.08,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000380,BET-0054,CROP TOP ACANALADO BEIGE,9,279,16,0,2511,2912.76,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000380,BET-0055,FALDA PLISADO MOSTAZA,9,215,16,0,1935,2244.6,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000380,BET-0056,PANTALON PLISADO MOSTAZA,9,281,16,0,2529,2933.64,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000380,BET-0057,TOP DE CORTE RECTO BEIGE,9,182,16,0,1638,1900.08,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000380,BET-0058,PANTALON DE LINO VERDE ESMERALDA,9,219,16,0,1971,2286.36,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000380,BET-0059,TOP DE TEJIDO DENIM BLANCO,9,256,16,0,2304,2672.64,2024-10-04,USUARIO1,ADMIN1,BETTER BE
PO-000381,VIN-0084,CARDIGAN PLISADO MOSTAZA,18,155,16,0,2790,3236.4,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0085,FALDA DE CORTE RECTO CREMA,18,336,16,0,6048,7015.68,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0086,VESTIDO OVERSIZE LILA,18,426,16,0,7668,8894.88,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0087,SHORT ACANALADO NEGRO,15,414,16,0,6210,7203.6,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0088,VESTIDO MANGA OBISPO GRIS JASPE,18,199,16,0,3582,4155.12,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0089,CARDIGAN CON BOTONES FRONTALES MOSTAZA,18,263,16,0,4734,5491.44,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0090,TOP DE TEJIDO DENIM VERDE ESMERALDA,15,392,16,0,5880,6820.8,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000381,VIN-0091,PANTALON PLISADO AZUL CIELO,18,169,16,0,3042,3528.72,2024-10-04,USUARIO1,ADMIN1,THE VINTAGE SHOP
PO-000382,IJO-0068,TOP CON LAZADA BURDEOS,21,294,16,0,6174,7161.84,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0069,VESTIDO DE LINO AZUL MARINO,24,270,16,0,6480,7516.8,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0070,VESTIDO CON LAZADA ROSA PASTEL,24,240,16,0,5760,6681.6,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0071,VESTIDO DE LINO TERRACOTA,21,302,16,0,6342,7356.72,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0072,VESTIDO ACANALADO BURDEOS,24,208,16,0,4992,5790.72,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0073,CAMISA DE LINO AZUL MARINO,24,156,16,0,3744,4343.04,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0074,BLUSA CON CUELLO EN V VERDE ESMERALDA,21,140,16,0,2940,3410.4,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0075,CARDIGAN CON OLANES AZUL CIELO,24,149,16,0,3576,4148.16,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0076,PANTALON CON BORDADO SUIZO ROSA PASTEL,24,273,16,0,6552,7600.32,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0077,VESTIDO MANGA OBISPO MOSTAZA,21,200,16,0,4200,4872,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000382,IJO-0078,VESTIDO DE LINO BEIGE,24,224,16,0,5376,6236.16,2024-10-04,USUARIO1,ADMIN1,IJOAH
PO-000383,TIM-0046,TOP CON BOTONES FRONTALES AZUL CIELO,33,76,16,0,2508,2909.28,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0047,CROP TOP CON BORDADO SUIZO AZUL CIELO,33,129,16,0,4257,4938.12,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0048,CARDIGAN OVERSIZE AZUL CIELO,33,109,16,0,3597,4172.52,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0049,BLUSA CON CUELLO EN V NEGRO,33,171,16,0,5643,6545.88,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0050,CROP TOP CON CUELLO EN V BEIGE,33,122,16,0,4026,4670.16,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0051,ENTERIZO DE TEJIDO DENIM GRIS JASPE,33,95,16,0,3135,3636.6,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0052,CAMISA CON BORDADO SUIZO LILA,33,170,16,0,5610,6507.6,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0053,PANTALON MANGA OBISPO GRIS JASPE,33,232,16,0,7656,8880.96,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0054,ENTERIZO ACANALADO BURDEOS,33,203,16,0,6699,7770.84,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0055,CAMISA CON LAZADA GRIS JASPE,33,82,16,0,2706,3138.96,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0056,CARDIGAN DE ENCAJE NEGRO,33,273,16,0,9009,10450.44,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0057,ENTERIZO CON LAZADA CREMA,33,192,16,0,6336,7349.76,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000383,TIM-0058,FALDA MANGA OBISPO BURDEOS,33,270,16,0,8910,10335.6,2024-10-04,USUARIO1,ADMIN1,TIMING
PO-000384,SHE-0142,CARDIGAN OVERSIZE NEGRO,15,255,16,0,3825,4437,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0143,TOP OVERSIZE BEIGE,15,196,16,0,2940,3410.4,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0144,VESTIDO CON CUELLO EN V NEGRO,15,296,16,0,4440,5150.4,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0145,CROP TOP CON ESTAMPADO FLORAL AZUL MARINO,15,187,16,0,2805,3253.8,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0146,SHORT MANGA OBISPO GRIS JASPE,15,167,16,0,2505,2905.8,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0147,SHORT CON LAZADA BEIGE,15,309,16,0,4635,5376.6,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0148,BLUSA SATINADO GRIS JASPE,15,208,16,0,3120,3619.2,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0149,ENTERIZO DE TEJIDO DENIM TERRACOTA,15,299,16,0,4485,5202.6,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0150,PANTALON DE LINO CREMA,15,271,16,0,4065,4715.4,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0151,CARDIGAN CON OLANES TERRACOTA,15,292,16,0,4380,5080.8,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0152,BLUSA OVERSIZE ROSA PASTEL,15,304,16,0,4560,5289.6,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0153,SHORT DE TEJIDO DENIM BEIGE,15,312,16,0,4680,5428.8,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0154,SHORT OVERSIZE BEIGE,15,311,16,0,4665,5411.4,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000384,SHE-0155,SHORT AJUSTADO VERDE ESMERALDA,18,276,16,0,4968,5762.88,2024-10-04,USUARIO1,ADMIN1,SHERO
PO-000385,MIR-0046,VESTIDO ACANALADO AZUL CIELO,9,127,16,0,1143,1325.88,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000385,MIR-0047,FALDA CON LAZADA BLANCO,9,121,16,0,1089,1263.24,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000385,MIR-0048,BLUSA DE CORTE RECTO BURDEOS,9,117,16,0,1053,1221.48,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000385,MIR-0049,CARDIGAN AJUSTADO TERRACOTA,9,118,16,0,1062,1231.92,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000385,MIR-0050,CAMISA CON CUELLO EN V AZUL MARINO,9,121,16,0,1089,1263.24,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000385,MIR-0051,ENTERIZO CON CUELLO EN V BEIGE,9,125,16,0,1125,1305,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000385,MIR-0052,CAMISA CON BORDADO SUIZO GRIS JASPE,9,136,16,0,1224,1419.84,2024-10-04,USUARIO1,ADMIN1,MIROH
PO-000386,CIS-0024,ENTERIZO PLISADO LILA,12,217,16,0,2604,3020.64,2024-10-04,USUARIO1,ADMIN1,CI SONO CORDUROY
PO-000386,CIS-0025,PANTALON AJUSTADO CREMA,12,217,16,0,2604,3020.64,2024-10-04,USUARIO1,ADMIN1,CI SONO CORDUROY
PO-000387,INA-0021,CROP TOP OVERSIZE TERRACOTA,12,289,16,0,3468,4022.88,2024-10-04,USUARIO1,ADMIN1,INA
PO-000387,INA-0022,VESTIDO DE ENCAJE CREMA,12,282,16,0,3384,3925.44,2024-10-04,USUARIO1,ADMIN1,INA
PO-000388,LOR-0080,PANTALON CON LAZADA BLANCO,18,175,16,0,3150,3654,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0081,PANTALON DE CORTE RECTO NEGRO,18,231,16,0,4158,4823.28,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0082,ENTERIZO PLISADO MOSTAZA,18,176,16,0,3168,3674.88,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0083,SHORT DE CORTE RECTO MOSTAZA,18,159,16,0,2862,3319.92,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0084,FALDA CON LAZADA AZUL CIELO,18,220,16,0,3960,4593.6,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0085,CROP TOP SATINADO ROSA PASTEL,21,231,16,0,4851,5627.16,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0086,ENTERIZO OVERSIZE LILA,21,271,16,0,5691,6601.56,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0087,CARDIGAN PLISADO TERRACOTA,18,379,16,0,6822,7913.52,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0088,FALDA PLISADO BURDEOS,21,384,16,0,8064,9354.24,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0089,ENTERIZO ACANALADO LILA,21,164,16,0,3444,3995.04,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0090,BLUSA ACANALADO ROSA PASTEL,18,346,16,0,6228,7224.48,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0091,CROP TOP CON BORDADO SUIZO LILA,21,277,16,0,5817,6747.72,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0092,SHORT DE ENCAJE MOSTAZA,21,311,16,0,6531,7575.96,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0093,FALDA ACANALADO GRIS JASPE,18,173,16,0,3114,3612.24,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000388,LOR-0094,FALDA DE ENCAJE ROSA PASTEL,21,384,16,0,8064,9354.24,2024-10-04,USUARIO1,ADMIN1,LOVERICHE
PO-000389,TOP-0055,CROP TOP DE TEJIDO DENIM ROSA PASTEL,9,229,16,0,2061,2390.76,2024-10-04,USUARIO1,ADMIN1,TOP CHIC
PO-000389,TOP-0056,CROP TOP ACANALADO LILA,9,234,16,0,2106,2442.96,2024-10-04,USUARIO1,ADMIN1,TOP CHIC
PO-000389,TOP-0057,FALDA CON ESTAMPADO FLORAL VERDE ESMERALDA,12,238,16,0,2856,3312.96,2024-10-04,USUARIO1,ADMIN1,TOP CHIC
PO-000389,TOP-0058,FALDA CON BORDADO SUIZO AZUL CIELO,9,227,16,0,2043,2369.88,2024-10-04,USUARIO1,ADMIN1,TOP CHIC
PO-000389,TOP-0059,CAMISA MANGA OBISPO VERDE ESMERALDA,12,227,16,0,2724,3159.84,2024-10-04,USUARIO1,ADMIN1,TOP CHIC
PO-000390,AJL-0059,SHORT CON BORDADO SUIZO BEIGE,9,181,16,0,1629,1889.64,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000390,AJL-0060,FALDA DE LINO BLANCO,12,166,16,0,1992,2310.72,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000390,AJL-0061,ENTERIZO CON CUELLO EN V AZUL CIELO,9,174,16,0,1566,1816.56,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000390,AJL-0062,SHORT AJUSTADO NEGRO,12,181,16,0,2172,2519.52,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000390,AJL-0063,CROP TOP CON ESTAMPADO FLORAL VERDE ESMERALDA,12,167,16,0,2004,2324.64,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000390,AJL-0064,CARDIGAN MANGA OBISPO GRIS JASPE,9,169,16,0,1521,1764.36,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000390,AJL-0065,BLUSA ACANALADO ROSA PASTEL,12,167,16,0,2004,2324.64,2024-10-04,USUARIO1,ADMIN1,AJ LEE APPAREL
PO-000391,HYF-0096,SHORT ACANALADO BEIGE,15,369,16,0,5535,6420.6,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0097,SHORT OVERSIZE GRIS JASPE,15,209,16,0,3135,3636.6,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0098,VESTIDO ACANALADO BURDEOS,18,327,16,0,5886,6827.76,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0099,CAMISA CON LAZADA LILA,18,244,16,0,4392,5094.72,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0100,CROP TOP DE TEJIDO DENIM AZUL CIELO,15,297,16,0,4455,5167.8,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0101,VESTIDO CON LAZADA BEIGE,18,176,16,0,3168,3674.88,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0102,BLUSA CON BOTONES FRONTALES CREMA,18,350,16,0,6300,7308,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0103,VESTIDO DE LINO AZUL MARINO,15,160,16,0,2400,2784,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0104,FALDA CON OLANES GRIS JASPE,18,192,16,0,3456,4008.96,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0105,FALDA DE LINO BEIGE,18,278,16,0,5004,5804.64,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0106,FALDA CON LAZADA VERDE ESMERALDA,15,280,16,0,4200,4872,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000391,HYF-0107,SHORT SATINADO MOSTAZA,18,255,16,0,4590,5324.4,2024-10-05,USUARIO1,ADMIN1,HYFVE
PO-000392,TRE-0026,SHORT ACANALADO ROSA PASTEL,12,140,16,0,1680,1948.8,2024-10-05,USUARIO1,ADMIN1,TREND STYLES
PO-000392,TRE-0027,BLUSA SATINADO CREMA,12,150,16,0,1800,2088,2024-10-05,USUARIO1,ADMIN1,TREND STYLES
PO-000393,MIC-0243,CARDIGAN ACANALADO CREMA,57,106,16,0,6042,7008.72,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0244,CROP TOP CON ESTAMPADO FLORAL NEGRO,57,179,16,0,10203,11835.48,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0245,TOP AJUSTADO GRIS JASPE,57,136,16,0,7752,8992.32,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0246,VESTIDO MANGA OBISPO CREMA,57,180,16,0,10260,11901.6,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0247,CARDIGAN DE ENCAJE NEGRO,57,132,16,0,7524,8727.84,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0248,FALDA DE LINO VERDE ESMERALDA,57,168,16,0,9576,11108.16,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0249,BLUSA DE LINO AZUL MARINO,57,232,16,0,13224,15339.84,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0250,FALDA CON BOTONES FRONTALES NEGRO,57,104,16,0,5928,6876.48,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0251,TOP OVERSIZE BLANCO,57,142,16,0,8094,9389.04,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0252,PANTALON CON OLANES AZUL MARINO,57,126,16,0,7182,8331.12,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0253,CARDIGAN MANGA OBISPO TERRACOTA,57,145,16,0,8265,9587.4,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0254,PANTALON DE ENCAJE TERRACOTA,57,158,16,0,9006,10446.96,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0255,VESTIDO CON BOTONES FRONTALES AZUL CIELO,54,225,16,0,12150,14094,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000393,MIC-0256,CAMISA CON CUELLO EN V TERRACOTA,57,207,16,0,11799,13686.84,2024-10-05,USUARIO1,ADMIN1,MICHEL
PO-000394,ACT-0255,ENTERIZO CON OLANES CREMA,57,221,16,0,12597,14612.52,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0256,VESTIDO DE TEJIDO DENIM NEGRO,57,132,16,0,7524,8727.84,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0257,CAMISA CON OLANES GRIS JASPE,60,184,16,0,11040,12806.4,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0258,PANTALON AJUSTADO ROSA PASTEL,60,96,16,0,5760,6681.6,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0259,ENTERIZO OVERSIZE AZUL CIELO,57,116,16,0,6612,7669.92,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0260,CROP TOP CON LAZADA MOSTAZA,60,219,16,0,13140,15242.4,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0261,ENTERIZO DE CORTE RECTO TERRACOTA,60,206,16,0,12360,14337.6,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0262,CARDIGAN CON LAZADA GRIS JASPE,57,89,16,0,5073,5884.68,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0263,SHORT PLISADO TERRACOTA,60,264,16,0,15840,18374.4,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0264,ENTERIZO DE TEJIDO DENIM AZUL MARINO,60,149,16,0,8940,10370.4,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0265,CAMISA DE LINO NEGRO,57,168,16,0,9576,11108.16,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0266,CROP TOP CON BOTONES FRONTALES BEIGE,60,183,16,0,10980,12736.8,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0267,CROP TOP CON OLANES BURDEOS,60,257,16,0,15420,17887.2,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0268,BLUSA AJUSTADO TERRACOTA,57,212,16,0,12084,14017.44,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000394,ACT-0269,PANTALON ACANALADO AZUL MARINO,60,84,16,0,5040,5846.4,2024-10-05,USUARIO1,ADMIN1,ACTIVE USA
PO-000395,NAA-0046,CARDIGAN ACANALADO VERDE ESMERALDA,18,245,16,0,4410,5115.6,2024-10-05,USUARIO1,ADMIN1,NAANAA
PO-000395,NAA-0047,ENTERIZO ACANALADO LILA,18,234,16,0,4212,4885.92,2024-10-05,USUARIO1,ADMIN1,NAANAA
PO-000395,NAA-0048,TOP CON LAZADA VERDE ESMERALDA,18,246,16,0,4428,5136.48,2024-10-05,USUARIO1,ADMIN1,NAANAA
PO-000395,NAA-0049,TOP PLISADO AZUL CIELO,21,289,16,0,6069,7040.04,2024-10-05,USUARIO1,ADMIN1,NAANAA
PO-000395,NAA-0050,VESTIDO PLISADO TERRACOTA,18,228,16,0,4104,4760.64,2024-10-05,USUARIO1,ADMIN1,NAANAA
PO-000395,NAA-0051,ENTERIZO DE ENCAJE ROSA PASTEL,21,270,16,0,5670,6577.2,2024-10-05,USUARIO1,ADMIN1,NAANAA
PO-000396,MIS-0016,TOP DE TEJIDO DENIM BLANCO,12,267,16,0,3204,3716.64,2024-10-05,USUARIO1,ADMIN1,MISTYROSE
PO-000396,MIS-0017,CAMISA ACANALADO AZUL CIELO,12,262,16,0,3144,3647.04,2024-10-05,USUARIO1,ADMIN1,MISTYROSE
PO-000397,CAM-0078,SHORT CON OLANES BEIGE,9,216,16,0,1944,2255.04,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0079,ENTERIZO CON ESTAMPADO FLORAL LILA,9,369,16,0,3321,3852.36,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0080,ENTERIZO CON OLANES GRIS JASPE,9,403,16,0,3627,4207.32,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0081,TOP DE LINO AZUL MARINO,9,377,16,0,3393,3935.88,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0082,SHORT CON BORDADO SUIZO BURDEOS,9,273,16,0,2457,2850.12,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0083,CROP TOP SATINADO BURDEOS,9,290,16,0,2610,3027.6,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0084,SHORT DE ENCAJE GRIS JASPE,12,435,16,0,5220,6055.2,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0085,VESTIDO CON LAZADA VERDE ESMERALDA,9,373,16,0,3357,3894.12,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000397,CAM-0086,FALDA CON LAZADA BEIGE,12,263,16,0,3156,3660.96,2024-10-05,USUARIO1,ADMIN1,CAMEO
PO-000398,LOL-0074,TOP CON OLANES LILA,9,219,16,0,1971,2286.36,2024-10-05,USUARIO1,ADMIN1,LOLA
PO-000398,LOL-0075,BLUSA OVERSIZE GRIS JASPE,9,210,16,0,1890,2192.4,2024-10-05,USUARIO1,ADMIN1,LOLA
PO-000398,LOL-0076,CARDIGAN DE TEJIDO DENIM CREMA,12,216,16,0,2592,3006.72,2024-10-05,USUARIO1,ADMIN1,LOLA
PO-000398,LOL-0077,TOP DE LINO AZUL MARINO,9,209,16,0,1881,2181.96,2024-10-05,USUARIO1,ADMIN1,LOLA
PO-000398,LOL-0078,VESTIDO CON ESTAMPADO FLORAL AZUL MARINO,12,222,16,0,2664,3090.24,2024-10-05,USUARIO1,ADMIN1,LOLA
PO-000399,CRE-0021,BLUSA CON LAZADA ROSA PASTEL,12,272,16,0,3264,3786.24,2024-10-05,USUARIO1,ADMIN1,CRETA
PO-000399,CRE-0022,PANTALON CON CUELLO EN V GRIS JASPE,12,270,16,0,3240,3758.4,2024-10-05,USUARIO1,ADMIN1,CRETA
PO-000400,GEE-0024,FALDA CON BOTONES FRONTALES ROSA PASTEL,12,265,16,0,3180,3688.8,2024-10-05,USUARIO1,ADMIN1,GEEGEE
PO-000400,GEE-0025,SHORT SATINADO GRIS JASPE,12,265,16,0,3180,3688.8,2024-10-05,USUARIO1,ADMIN1,GEEGEE
PO-000401,AZU-0048,FALDA ACANALADO VERDE ESMERALDA,9,364,16,0,3276,3800.16,2024-10-05,USUARIO1,ADMIN1,AZURA
PO-000401,AZU-0049,VESTIDO CON LAZADA AZUL CIELO,9,355,16,0,3195,3706.2,2024-10-05,USUARIO1,ADMIN1,AZURA
PO-000401,AZU-0050,PANTALON CON ESTAMPADO FLORAL MOSTAZA,12,302,16,0,3624,4203.84,2024-10-05,USUARIO1,ADMIN1,AZURA
PO-000401,AZU-0051,TOP ACANALADO AZUL CIELO,9,350,16,0,3150,3654,2024-10-05,USUARIO1,ADMIN1,AZURA
