sku,cantidad_venta_real,total_venta,cantidad_compra,total_compra,costo_producto_iva,fecha_compra,stock,flujo_caja,costo_stock,fecha_mes_stock,status
LEE-0080,9,2025,12,2256,187.99999997999998,2025-07-05,3,-231,563,4,DEAD STOCK
LEE-0081,7,2338,12,3348,279.000000024,2025-07-05,5,-1010,1395,4,DEAD STOCK
LEE-0082,9,3249,12,3612,300.99999997599997,2025-07-05,3,-363,902,4,DEAD STOCK
LEE-0083,8,3416,9,3339,370.99999999199997,2024-08-05,1,77,370,16,DEAD STOCK
LEE-0084,9,3618,9,3150,349.999999964,2024-08-05,0,468,0,16,DEAD STOCK
LEE-0085,8,3904,9,3816,424.000000024,2024-08-05,1,88,424,16,DEAD STOCK
LEE-0086,7,1834,9,1971,218.999999944,2024-08-05,2,-137,437,16,DEAD STOCK
LEE-0087,9,2988,9,2484,276.00000002,2024-08-05,0,504,0,16,DEAD STOCK
LEE-0088,9,2016,9,1683,187.00000005599998,2024-08-05,0,333,0,16,DEAD STOCK
LEE-0089,7,4004,9,4482,497.99999996799994,2024-08-05,2,-478,995,16,DEAD STOCK
LEE-0090,7,4046,9,4527,503.00000005199996,2024-08-05,2,-481,1006,16,DEAD STOCK
LEE-0091,7,2541,9,2727,303.000000056,2024-08-05,2,-186,606,16,DEAD STOCK
LEE-0092,9,2907,9,2421,268.999999972,2024-08-05,0,486,0,16,DEAD STOCK
LEE-0093,7,3500,9,3906,433.99999995999997,2024-08-05,2,-406,867,16,DEAD STOCK
LEE-0094,6,2826,9,3690,410.000000044,2024-08-05,3,-864,1230,16,DEAD STOCK
LEE-0095,10,2970,12,2964,247.00000002,2024-08-05,2,6,494,16,DEAD STOCK
LEE-0096,6,2334,9,3042,337.999999948,2025-08-06,3,-708,1013,3,LIQUIDACION PRIORITARIA
LEE-0097,6,2586,9,3375,375.00000003599996,2025-08-06,3,-789,1125,3,LIQUIDACION PRIORITARIA
LEE-0098,7,2163,9,2322,257.999999996,2025-08-06,2,-159,515,3,LIQUIDACION PRIORITARIA
LEE-0099,9,2781,12,3096,257.999999996,2025-08-06,3,-315,773,3,LIQUIDACION PRIORITARIA
LEE-0100,10,3290,12,3288,274.000000056,2025-08-06,2,2,548,3,LIQUIDACION PRIORITARIA
LEE-0101,6,2772,9,3618,401.99999995599995,2025-08-06,3,-846,1205,3,LIQUIDACION PRIORITARIA
LEE-0102,9,4428,12,5136,427.999999952,2025-08-06,3,-708,1283,3,LIQUIDACION PRIORITARIA
LEE-0103,9,3429,12,3804,317.00000003599996,2025-08-06,3,-375,951,3,LIQUIDACION PRIORITARIA
LEE-0104,5,1455,9,2187,242.999999976,2025-08-06,4,-732,971,3,LIQUIDACION PRIORITARIA
LEE-0105,10,3050,12,3060,254.999999992,2025-08-06,2,-10,509,3,LIQUIDACION PRIORITARIA
LEE-0106,9,2205,12,2448,204.00000003999997,2025-08-06,3,-243,612,3,LIQUIDACION PRIORITARIA
LEE-0107,4,2256,9,4419,491.00000003599996,2025-08-06,5,-2163,2455,3,LIQUIDACION PRIORITARIA
LEE-0108,8,4512,12,5880,489.999999996,2025-08-06,4,-1368,1959,3,LIQUIDACION PRIORITARIA
LEE-0109,8,2216,9,2079,230.99999996,2024-09-04,1,137,230,15,DEAD STOCK
LEE-0110,9,3357,9,2925,325.000000008,2024-09-04,0,432,0,15,DEAD STOCK
LEE-0111,8,3136,9,3069,340.999999952,2024-09-04,1,67,340,15,DEAD STOCK
LEE-0112,7,2765,9,3096,343.99999995599995,2024-09-04,2,-331,687,15,DEAD STOCK
LEE-0113,9,3951,9,3438,381.99999996799994,2024-09-04,0,513,0,15,DEAD STOCK
LEE-0114,12,4632,12,4020,334.99999994399997,2024-09-04,0,612,0,15,DEAD STOCK
LEE-0115,10,5080,12,5304,442.00000004799995,2024-09-04,2,-224,884,15,DEAD STOCK
LEE-0116,9,4392,9,3825,424.999999948,2024-09-04,0,567,0,15,DEAD STOCK
LEE-0117,12,6000,12,5208,433.99999995999997,2024-09-04,0,792,0,15,DEAD STOCK
LEE-0118,11,5247,12,4968,413.99999997199996,2024-09-04,1,279,413,15,DEAD STOCK
LEE-0119,6,2238,9,2799,311.000000028,2024-09-04,3,-561,933,15,DEAD STOCK
LEE-0120,10,4820,12,5040,419.99999998,2024-09-04,2,-220,839,15,DEAD STOCK
LEE-0121,8,3912,9,3834,425.99999998799996,2024-10-05,1,78,425,14,DEAD STOCK
LEE-0122,9,4473,9,3888,431.999999996,2024-10-05,0,585,0,14,DEAD STOCK
LEE-0123,7,1939,9,2079,230.99999996,2024-10-05,2,-140,461,14,DEAD STOCK
LEE-0124,9,2727,12,3036,253.000000028,2024-10-05,3,-309,759,14,DEAD STOCK
LEE-0125,12,3732,12,3120,259.99999995999997,2024-10-05,0,612,0,14,DEAD STOCK
LEE-0126,9,3474,9,2889,320.999999964,2024-10-05,0,585,0,14,DEAD STOCK
LEE-0127,10,5700,12,5952,496.00000000399996,2024-10-05,2,-252,992,14,DEAD STOCK
LEE-0128,11,2937,12,2664,221.99999994799998,2024-10-05,1,273,221,14,DEAD STOCK
LEE-0129,7,3500,9,3915,434.99999999999994,2024-10-05,2,-415,869,14,DEAD STOCK
LEE-0130,10,4630,12,4836,402.999999996,2024-10-05,2,-206,805,14,DEAD STOCK
LEE-0131,9,2961,12,3300,274.99999998,2024-10-05,3,-339,824,14,DEAD STOCK
LEE-0132,7,3297,9,3690,410.000000044,2024-10-05,2,-393,820,14,DEAD STOCK
LEE-0133,9,4635,12,5376,448.000000056,2024-10-05,3,-741,1344,14,DEAD STOCK
LEE-0134,7,3178,9,3555,395.000000024,2025-11-05,2,-377,790,0,NOVEDAD
LEE-0135,6,3210,9,4194,465.999999964,2025-11-05,3,-984,1397,0,NOVEDAD
LEE-0136,5,2485,9,3888,431.999999996,2025-11-05,4,-1403,1727,0,NOVEDAD
LEE-0137,5,2240,9,3510,390.000000056,2025-11-05,4,-1270,1560,0,NOVEDAD
LEE-0138,7,1932,12,2760,230.000000036,2025-11-05,5,-828,1150,0,NOVEDAD
LEE-0139,7,3052,12,4560,380.00000000399996,2025-11-05,5,-1508,1900,0,NOVEDAD
LEE-0140,7,3234,9,3618,401.99999995599995,2025-11-05,2,-384,803,0,NOVEDAD
LEE-0141,6,2790,12,4860,404.99999995999997,2025-11-05,6,-2070,2429,0,NOVEDAD
LEE-0142,5,1380,12,2760,230.000000036,2025-11-05,7,-1380,1610,0,NOVEDAD
LEE-0143,7,3255,9,3645,404.99999995999997,2025-11-05,2,-390,809,0,NOVEDAD
LEE-0144,5,1310,12,2616,218.00000002,2025-11-05,7,-1306,1526,0,NOVEDAD
LEE-0145,7,3927,12,5844,486.99999999199997,2025-11-05,5,-1917,2434,0,NOVEDAD
LEE-0146,5,2485,9,3888,431.999999996,2025-11-05,4,-1403,1727,0,NOVEDAD
LEE-0147,7,1771,12,2532,210.99999997199998,2025-11-05,5,-761,1054,0,NOVEDAD
LEE-0148,8,3704,15,6045,402.999999996,2025-12-04,7,-2341,2820,-1,NOVEDAD
LEE-0149,11,4950,18,7056,392.00000001999996,2025-12-04,7,-2106,2744,-1,NOVEDAD
LEE-0150,8,2728,18,5130,285.000000032,2025-12-04,10,-2402,2850,-1,NOVEDAD
LEE-0151,10,3810,15,4770,317.99999995999997,2025-12-04,5,-960,1589,-1,NOVEDAD
LEE-0152,12,5640,18,7344,407.999999964,2025-12-04,6,-1704,2447,-1,NOVEDAD
LEE-0153,8,3424,18,6714,372.99999995599995,2025-12-04,10,-3290,3729,-1,NOVEDAD
LEE-0154,10,2910,15,3630,242.000000052,2025-12-04,5,-720,1210,-1,NOVEDAD
LEE-0155,9,3375,18,5634,312.99999999199997,2025-12-04,9,-2259,2816,-1,NOVEDAD
LIZ-0001,19,4256,24,4464,186.000000016,2025-02-05,5,-208,930,9,DEAD STOCK
LIZ-0002,19,3990,24,4200,175.00000003999997,2025-02-05,5,-210,875,9,DEAD STOCK
LIZ-0003,20,8360,24,8712,363.00000001999996,2025-02-05,4,-352,1452,9,DEAD STOCK
LIZ-0004,17,3128,24,3408,141.99999999599999,2025-02-05,7,-280,993,9,DEAD STOCK
LIZ-0005,19,7525,24,8280,344.999999996,2025-02-05,5,-755,1724,9,DEAD STOCK
LIZ-0006,20,6440,24,6432,268.000000048,2025-02-05,4,8,1072,9,DEAD STOCK
LIZ-0007,19,7220,24,7584,315.999999996,2025-02-05,5,-364,1579,9,DEAD STOCK
LIZ-0008,24,10584,24,9192,383.000000008,2025-02-05,0,1392,0,9,DEAD STOCK
LIZ-0009,22,4422,24,3696,154.000000012,2025-02-05,2,726,308,9,DEAD STOCK
LIZ-0010,26,14430,27,13014,482.000000024,2025-02-05,1,1416,482,9,DEAD STOCK
LIZ-0011,19,10374,24,11400,474.99999997599997,2025-02-05,5,-1026,2374,9,DEAD STOCK
LIZ-0012,26,7046,27,6102,225.999999992,2025-02-05,1,944,225,9,DEAD STOCK
LIZ-0013,51,17799,60,17460,291.00000004,2024-03-05,9,339,2619,21,DEAD STOCK
LIZ-0014,50,8601,60,7980,132.999999984,2024-03-05,10,621,1329,21,DEAD STOCK
LIZ-0015,52,28860,60,28920,482.000000024,2024-03-05,8,-60,3856,21,DEAD STOCK
LIZ-0016,50,10050,60,9300,155.00000005200002,2024-03-05,10,750,1550,21,DEAD STOCK
LIZ-0017,59,12390,60,10500,175.00000003999997,2024-03-05,1,1890,175,21,DEAD STOCK
LIZ-0018,57,29925,57,25992,456.000000028,2024-03-05,0,3933,0,21,DEAD STOCK
LIZ-0019,47,9541,60,10140,169.000000032,2024-03-05,13,-599,2197,21,DEAD STOCK
LIZ-0020,14,7406,18,8280,459.99999995599995,2025-03-05,4,-874,1839,9,DEAD STOCK
LIZ-0021,13,2717,18,3132,174.0,2025-03-05,5,-415,870,9,DEAD STOCK
LIZ-0022,14,2520,18,2484,137.999999952,2025-03-05,4,36,551,9,DEAD STOCK
LIZ-0023,14,3304,18,3546,196.999999992,2025-03-05,4,-242,787,9,DEAD STOCK
LIZ-0024,15,7755,18,8082,448.99999998,2025-03-05,3,-327,1346,9,DEAD STOCK
LIZ-0025,13,2574,18,2754,152.99999997199998,2025-03-05,5,-180,764,9,DEAD STOCK
LIZ-0026,16,4944,18,4644,257.999999996,2025-03-05,2,300,515,9,DEAD STOCK
LIZ-0027,15,4725,18,4734,262.999999964,2025-03-05,3,-9,788,9,DEAD STOCK
LIZ-0028,14,1960,18,1926,106.99999999959999,2025-03-05,4,34,427,9,DEAD STOCK
LIZ-0029,11,1485,18,1872,103.99999999559999,2025-03-05,7,-387,727,9,DEAD STOCK
LIZ-0030,14,5614,18,6264,348.0,2025-03-05,4,-650,1392,9,DEAD STOCK
LIZ-0031,11,4708,15,5595,372.99999995599995,2025-03-05,4,-887,1491,9,DEAD STOCK
LIZ-0032,14,7238,18,8100,450.00000001999996,2025-03-05,4,-862,1800,9,DEAD STOCK
LIZ-0033,16,8048,18,7884,438.00000000399996,2025-03-05,2,164,876,9,DEAD STOCK
LIZ-0034,9,3483,15,4830,322.00000000399996,2025-03-05,6,-1347,1932,9,DEAD STOCK
LIZ-0035,12,1848,18,2124,117.999999964,2025-03-05,6,-276,707,9,DEAD STOCK
LIZ-0036,18,7327,21,7434,354.000000008,2024-04-04,3,-107,1062,20,DEAD STOCK
LIZ-0037,20,7160,21,6258,297.99999997199996,2024-04-04,1,902,297,20,DEAD STOCK
LIZ-0038,21,3969,21,3066,146.00000004,2024-04-04,0,903,0,20,DEAD STOCK
LIZ-0039,21,5733,24,5448,227.000000032,2024-04-04,3,285,681,20,DEAD STOCK
LIZ-0040,18,8946,21,9072,431.999999996,2024-04-04,3,-126,1295,20,DEAD STOCK
LIZ-0041,19,9671,24,10632,442.99999997199996,2024-04-04,5,-961,2214,20,DEAD STOCK
LIZ-0042,24,4272,24,3288,137.000000028,2024-04-04,0,984,0,20,DEAD STOCK
LIZ-0043,20,9180,21,8379,398.999999952,2024-04-04,1,801,398,20,DEAD STOCK
LIZ-0044,20,11140,24,11616,483.99999998799996,2024-04-04,4,-476,1935,20,DEAD STOCK
LIZ-0045,19,4389,24,4632,192.99999994799998,2024-04-04,5,-243,964,20,DEAD STOCK
LIZ-0046,16,2384,21,2394,114.0000000012,2024-04-04,5,-10,570,20,DEAD STOCK
LIZ-0047,24,6264,24,5208,216.99999997999998,2024-04-04,0,1056,0,20,DEAD STOCK
LIZ-0048,30,4980,39,4992,128.000000016,2025-04-04,9,-12,1152,8,DEAD STOCK
LIZ-0049,33,11517,39,11349,291.00000004,2025-04-04,6,168,1746,8,DEAD STOCK
LIZ-0050,28,13188,39,15990,410.000000044,2025-04-04,11,-2802,4510,8,DEAD STOCK
LIZ-0051,28,10669,39,12948,332.000000056,2025-04-04,11,-2279,3652,8,DEAD STOCK
LIZ-0052,25,13375,36,16740,465.00000004,2025-04-04,11,-3365,5115,8,DEAD STOCK
LIZ-0053,31,8556,39,8970,230.000000036,2025-04-04,8,-414,1840,8,DEAD STOCK
LIZ-0054,30,9690,39,10530,270.000000012,2025-04-04,9,-840,2430,8,DEAD STOCK
LIZ-0055,31,12958,36,13068,363.00000001999996,2025-04-04,5,-110,1815,8,DEAD STOCK
LIZ-0056,33,10659,39,10491,268.999999972,2025-04-04,6,168,1613,8,DEAD STOCK
LIZ-0057,35,10780,36,9216,256.000000032,2024-05-06,1,1564,256,19,DEAD STOCK
LIZ-0058,36,5796,36,4464,123.999999972,2024-05-06,0,1332,0,19,DEAD STOCK
LIZ-0059,33,5611,39,5109,131.00000002,2024-05-06,6,502,786,19,DEAD STOCK
LIZ-0060,33,10065,39,9906,253.99999995199997,2024-05-06,6,159,1523,19,DEAD STOCK
LIZ-0061,31,15128,36,15264,424.000000024,2024-05-06,5,-136,2120,19,DEAD STOCK
LIZ-0062,32,11808,39,12012,308.000000024,2024-05-06,7,-204,2156,19,DEAD STOCK
LIZ-0063,37,18278,39,16731,428.99999999199997,2024-05-06,2,1547,857,19,DEAD STOCK
LIZ-0064,30,4470,36,4140,114.99999999479999,2024-05-06,6,330,689,19,DEAD STOCK
LIZ-0065,39,6006,39,4602,117.999999964,2024-05-06,0,1404,0,19,DEAD STOCK
LIZ-0066,18,9720,24,11280,470.000000008,2025-05-05,6,-1560,2820,7,DEAD STOCK
LIZ-0067,21,9870,24,9792,407.999999964,2025-05-05,3,78,1223,7,DEAD STOCK
LIZ-0068,16,8592,24,11208,467.00000000399996,2025-05-05,8,-2616,3736,7,DEAD STOCK
LIZ-0069,20,3020,24,2784,115.99999999999999,2025-05-05,4,236,463,7,DEAD STOCK
LIZ-0070,18,7128,24,8280,344.999999996,2025-05-05,6,-1152,2069,7,DEAD STOCK
LIZ-0071,20,3960,24,3648,152.000000048,2025-05-05,4,312,608,7,DEAD STOCK
LIZ-0072,19,3819,24,4008,166.99999995199997,2025-05-05,5,-189,834,7,DEAD STOCK
LIZ-0073,17,3621,24,4248,177.000000004,2025-05-05,7,-627,1239,7,DEAD STOCK
LIZ-0074,19,8379,24,9192,383.000000008,2025-05-05,5,-813,1915,7,DEAD STOCK
LIZ-0075,19,7733,24,8496,354.000000008,2025-05-05,5,-763,1770,7,DEAD STOCK
LIZ-0076,18,5706,24,6360,265.000000044,2025-05-05,6,-654,1590,7,DEAD STOCK
LIZ-0077,19,4712,24,4968,207.000000044,2025-05-05,5,-256,1035,7,DEAD STOCK
LIZ-0078,19,4883,24,5160,215.000000016,2025-05-05,5,-277,1075,7,DEAD STOCK
LIZ-0079,18,6966,24,7728,322.00000000399996,2025-05-05,6,-762,1932,7,DEAD STOCK
LIZ-0080,19,4484,24,4728,196.999999992,2025-05-05,5,-244,984,7,DEAD STOCK
LIZ-0081,12,4500,15,4890,326.00000004799995,2025-07-04,3,-390,978,5,DEAD STOCK
LIZ-0082,12,3324,15,3465,230.99999996,2025-07-04,3,-141,692,5,DEAD STOCK
LIZ-0083,12,6240,15,6795,453.000000024,2025-07-04,3,-555,1359,5,DEAD STOCK
LIZ-0084,9,3690,15,5340,355.99999997199996,2025-07-04,6,-1650,2135,5,DEAD STOCK
LIZ-0085,11,2596,15,2940,195.99999995199997,2025-07-04,4,-344,783,5,DEAD STOCK
LIZ-0086,11,2057,15,2160,143.99999996,2025-07-04,4,-103,575,5,DEAD STOCK
LIZ-0087,10,3400,15,4245,282.999999952,2025-07-04,5,-845,1414,5,DEAD STOCK
LIZ-0088,12,4596,15,4995,332.99999998,2025-07-04,3,-399,998,5,DEAD STOCK
LIZ-0089,11,3993,15,4545,303.000000056,2025-07-04,4,-552,1212,5,DEAD STOCK
LIZ-0090,10,5250,15,6840,456.000000028,2025-07-04,5,-1590,2280,5,DEAD STOCK
LIZ-0091,12,4560,15,4740,315.999999996,2025-07-04,3,-180,947,5,DEAD STOCK
LIZ-0092,9,3717,12,4308,358.99999997599997,2025-07-04,3,-591,1076,5,DEAD STOCK
LIZ-0093,11,4708,15,5595,372.99999995599995,2025-07-04,4,-887,1491,5,DEAD STOCK
LIZ-0094,11,4224,15,4800,320.00000004,2025-07-04,4,-576,1280,5,DEAD STOCK
LIZ-0095,9,2952,12,3276,273.000000016,2025-07-04,3,-324,819,5,DEAD STOCK
LIZ-0096,11,2464,15,2790,186.000000016,2025-07-04,4,-326,744,5,DEAD STOCK
LIZ-0097,42,23310,57,27531,482.9999999479999,2025-08-06,15,-4221,7244,3,LIQUIDACION PRIORITARIA
LIZ-0098,26,6500,54,11286,209.00000000799997,2025-08-06,28,-4786,5852,3,LIQUIDACION PRIORITARIA
LIZ-0099,47,19552,57,20577,361.000000056,2025-08-06,10,-1025,3610,3,LIQUIDACION PRIORITARIA
LIZ-0100,42,20874,57,24624,431.999999996,2025-08-06,15,-3750,6479,3,LIQUIDACION PRIORITARIA
LIZ-0101,40,8240,54,8532,158.00000005599998,2025-08-06,14,-292,2212,3,LIQUIDACION PRIORITARIA
LIZ-0102,46,6073,57,5814,101.99999999679999,2025-08-06,11,259,1121,3,LIQUIDACION PRIORITARIA
LIZ-0103,32,16576,39,17589,450.99999994399997,2024-09-06,7,-1013,3156,15,DEAD STOCK
LIZ-0104,33,12771,39,12558,322.00000000399996,2024-09-06,6,213,1932,15,DEAD STOCK
LIZ-0105,36,6192,39,5187,132.999999984,2024-09-06,3,1005,398,15,DEAD STOCK
LIZ-0106,35,10780,36,9216,256.000000032,2024-09-06,1,1564,256,15,DEAD STOCK
LIZ-0107,30,15601,39,17667,453.000000024,2024-09-06,9,-2066,4077,15,DEAD STOCK
LIZ-0108,38,11020,39,9399,241.000000012,2024-09-06,1,1621,241,15,DEAD STOCK
LIZ-0109,36,7452,36,6192,172.000000036,2024-09-06,0,1260,0,15,DEAD STOCK
LIZ-0110,33,10626,39,10452,268.000000048,2024-09-06,6,174,1608,15,DEAD STOCK
LIZ-0111,40,7800,57,8550,149.999999968,2025-10-05,17,-750,2549,1,ACTIVO
LIZ-0112,29,13833,57,23655,415.000000012,2025-10-05,28,-9822,11620,1,ACTIVO
LIZ-0113,44,15752,57,17043,299.000000012,2025-10-05,13,-1291,3887,1,ACTIVO
LIZ-0114,42,17682,54,19764,366.000000024,2025-10-05,12,-2082,4392,1,ACTIVO
LIZ-0115,33,17358,57,26049,456.999999952,2025-10-05,24,-8691,10967,1,ACTIVO
LIZ-0116,30,5340,57,7809,137.000000028,2025-10-05,27,-2469,3699,1,ACTIVO
LIZ-0117,27,8019,54,13392,247.999999944,2025-10-05,27,-5373,6695,1,ACTIVO
LIZ-0118,33,16698,57,25080,439.99999996799994,2025-10-05,24,-8382,10559,1,ACTIVO
LIZ-0119,24,4704,51,7701,151.00000000799997,2025-11-05,27,-2997,4077,0,NOVEDAD
LIZ-0120,27,12474,51,20502,401.99999995599995,2025-11-05,24,-8028,9647,0,NOVEDAD
LIZ-0121,31,12958,51,18513,363.00000001999996,2025-11-05,20,-5555,7260,0,NOVEDAD
LIZ-0122,23,3565,51,6069,119.00000000399999,2025-11-05,28,-2504,3332,0,NOVEDAD
LIZ-0123,32,11456,54,16092,297.99999997199996,2025-11-05,22,-4636,6555,0,NOVEDAD
LIZ-0124,30,11430,51,16932,332.000000056,2025-11-05,21,-5502,6972,0,NOVEDAD
LIZ-0125,28,15205,54,25542,473.000000012,2025-11-05,26,-10337,12298,0,NOVEDAD
LIZ-0126,26,4550,30,4020,134.000000024,2024-12-05,4,530,536,12,DEAD STOCK
LIZ-0127,24,5928,30,6180,206.000000004,2024-12-05,6,-252,1236,12,DEAD STOCK
LIZ-0128,29,5423,30,4320,143.99999996,2024-12-05,1,1103,143,12,DEAD STOCK
LIZ-0129,26,10972,30,11010,366.999999948,2024-12-05,4,-38,1467,12,DEAD STOCK
LIZ-0130,30,4382,30,3390,112.999999996,2024-12-05,0,992,0,12,DEAD STOCK
LIZ-0131,25,6600,30,6600,219.99999998399997,2024-12-05,5,0,1099,12,DEAD STOCK
LIZ-0132,25,7276,30,7290,242.999999976,2024-12-05,5,-14,1214,12,DEAD STOCK
LIZ-0133,25,10625,30,11100,369.999999952,2024-12-05,5,-475,1849,12,DEAD STOCK
LIZ-0134,24,8256,30,8610,286.999999996,2024-12-05,6,-354,1721,12,DEAD STOCK
LIZ-0135,22,4664,27,4752,175.99999996399998,2024-12-05,5,-88,879,12,DEAD STOCK
LIZ-0136,23,6164,30,6720,224.000000028,2024-12-05,7,-556,1568,12,DEAD STOCK
LIZ-0137,26,13442,30,13470,448.99999998,2024-12-05,4,-28,1795,12,DEAD STOCK
LIZ-0138,27,4482,27,3456,128.000000016,2024-12-05,0,1026,0,12,DEAD STOCK
LIZ-0139,24,6648,30,6930,230.99999996,2024-12-05,6,-282,1385,12,DEAD STOCK
LIZ-0140,12,2904,21,4242,201.99999996,2025-12-04,9,-1338,1817,-1,NOVEDAD
LIZ-0141,9,2700,21,5250,250.00000002399997,2025-12-04,12,-2550,3000,-1,NOVEDAD
LIZ-0142,14,5180,21,6489,308.999999948,2025-12-04,7,-1309,2162,-1,NOVEDAD
LIZ-0143,9,1944,21,3486,166.000000028,2025-12-04,12,-1542,1992,-1,NOVEDAD
LIZ-0144,9,1908,21,3696,175.99999996399998,2025-12-04,12,-1788,2111,-1,NOVEDAD
LIZ-0145,11,4026,21,6405,305.00000002,2025-12-04,10,-2379,3050,-1,NOVEDAD
LIZ-0146,14,3752,21,4704,224.000000028,2025-12-04,7,-952,1568,-1,NOVEDAD
LIZ-0147,13,2691,21,3360,160.00000002,2025-12-04,8,-669,1280,-1,NOVEDAD
LIZ-0148,11,4037,21,6426,305.99999994399997,2025-12-04,10,-2389,3059,-1,NOVEDAD
LIZ-0149,10,1490,21,2394,114.0000000012,2025-12-04,11,-904,1254,-1,NOVEDAD
LIZ-0150,12,3312,21,4830,230.000000036,2025-12-04,9,-1518,2070,-1,NOVEDAD
LIZ-0151,9,2988,21,5796,276.00000002,2025-12-04,12,-2808,3312,-1,NOVEDAD
LIZ-0152,10,2240,21,3906,186.000000016,2025-12-04,11,-1666,2046,-1,NOVEDAD
LIZ-0153,9,2358,21,4578,218.00000002,2025-12-04,12,-2220,2616,-1,NOVEDAD
LIZ-0154,13,6461,21,9072,431.999999996,2025-12-04,8,-2611,3455,-1,NOVEDAD
LIZ-0155,12,4812,21,7308,348.0,2025-12-04,9,-2496,3132,-1,NOVEDAD
LOH-0001,10,3510,15,4380,291.999999964,2025-01-05,5,-870,1459,11,DEAD STOCK
LOH-0002,7,2590,9,2781,308.999999948,2024-03-05,2,-191,617,21,DEAD STOCK
LOH-0003,9,2934,9,2448,271.99999997599997,2024-03-05,0,486,0,21,DEAD STOCK
LOH-0004,12,3876,12,3228,268.999999972,2024-03-05,0,648,0,21,DEAD STOCK
LOH-0005,6,1776,9,2214,245.99999997999998,2025-05-05,3,-438,737,7,DEAD STOCK
LOH-0006,7,2604,9,2916,323.999999968,2025-05-05,2,-312,647,7,DEAD STOCK
LOH-0007,6,1674,9,2088,231.99999999999997,2025-05-05,3,-414,695,7,DEAD STOCK
LOH-0008,7,2296,12,3276,273.000000016,2025-08-05,5,-980,1365,3,LIQUIDACION PRIORITARIA
LOH-0009,7,2387,12,3420,285.000000032,2025-08-05,5,-1033,1425,3,LIQUIDACION PRIORITARIA
LOH-0010,12,3636,12,3036,253.000000028,2024-09-05,0,600,0,15,DEAD STOCK
LOH-0011,10,3400,12,3396,282.999999952,2024-09-05,2,4,565,15,DEAD STOCK
LOH-0012,6,1680,15,3510,233.99999996399998,2025-09-05,9,-1830,2105,2,LENTA ROTACION
LOH-0013,7,2261,9,2421,268.999999972,2024-12-06,2,-160,537,12,DEAD STOCK
LOH-0014,9,3069,9,2565,285.000000032,2024-12-06,0,504,0,12,DEAD STOCK
LOH-0015,11,3740,12,3396,282.999999952,2024-12-06,1,344,282,12,DEAD STOCK
LOL-0001,10,2510,12,2520,210.000000048,2024-01-05,2,-10,420,23,DEAD STOCK
LOL-0002,7,1827,9,1953,216.99999997999998,2024-01-05,2,-126,433,23,DEAD STOCK
LOL-0003,10,2560,12,2556,213.000000052,2024-01-05,2,4,426,23,DEAD STOCK
LOL-0004,7,1715,9,1836,204.00000003999997,2024-02-06,2,-121,408,22,DEAD STOCK
LOL-0005,7,1694,9,1809,201.000000036,2024-02-06,2,-115,402,22,DEAD STOCK
LOL-0006,7,1792,9,1926,213.999999976,2024-02-06,2,-134,427,22,DEAD STOCK
LOL-0007,7,1876,9,2007,222.99999998799998,2024-02-06,2,-131,445,22,DEAD STOCK
LOL-0008,12,3000,12,2508,209.00000000799997,2024-02-06,0,492,0,22,DEAD STOCK
LOL-0009,7,1834,9,1962,218.00000002,2025-02-05,2,-128,436,9,DEAD STOCK
LOL-0010,9,2358,9,1962,218.00000002,2025-02-05,0,396,0,9,DEAD STOCK
LOL-0011,7,1736,9,1863,207.000000044,2025-02-05,2,-127,414,9,DEAD STOCK
LOL-0012,9,2259,9,1890,210.000000048,2025-02-05,0,369,0,9,DEAD STOCK
LOL-0013,7,1771,9,1899,210.99999997199998,2025-02-05,2,-128,421,9,DEAD STOCK
LOL-0014,9,2250,9,1872,207.99999996799997,2024-03-06,0,378,0,21,DEAD STOCK
LOL-0015,7,1876,9,2016,224.000000028,2024-03-06,2,-140,448,21,DEAD STOCK
LOL-0016,7,1876,9,2016,224.000000028,2024-03-06,2,-140,448,21,DEAD STOCK
LOL-0017,7,1869,9,1998,221.99999994799998,2024-03-06,2,-129,443,21,DEAD STOCK
LOL-0018,7,1750,9,1881,209.00000000799997,2024-03-06,2,-131,418,21,DEAD STOCK
LOL-0019,8,1984,9,1863,207.000000044,2024-03-06,1,121,207,21,DEAD STOCK
LOL-0020,8,2024,9,1899,210.99999997199998,2024-03-06,1,125,210,21,DEAD STOCK
LOL-0021,7,1757,9,1890,210.000000048,2025-03-05,2,-133,420,9,DEAD STOCK
LOL-0022,9,2430,12,2700,224.99999995199997,2025-03-05,3,-270,674,9,DEAD STOCK
LOL-0023,6,1524,9,1908,212.000000012,2025-03-05,3,-384,636,9,DEAD STOCK
LOL-0024,10,2740,12,2748,228.99999999599999,2025-03-05,2,-8,457,9,DEAD STOCK
LOL-0025,9,2349,9,1953,216.99999997999998,2024-04-06,0,396,0,20,DEAD STOCK
LOL-0026,7,1876,9,2016,224.000000028,2024-04-06,2,-140,448,20,DEAD STOCK
LOL-0027,7,1911,9,2043,227.000000032,2024-04-06,2,-132,454,20,DEAD STOCK
LOL-0028,12,3180,12,2652,221.00000002399997,2024-04-06,0,528,0,20,DEAD STOCK
LOL-0029,7,1918,9,2052,227.99999995599998,2025-04-04,2,-134,455,8,DEAD STOCK
LOL-0030,7,1778,9,1908,212.000000012,2025-04-04,2,-130,424,8,DEAD STOCK
LOL-0031,10,2540,12,2544,212.000000012,2025-04-04,2,-4,424,8,DEAD STOCK
